pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,luke_span_verse_count,mark_unmatched_count,luke_unmatched_count,mark_token_count,luke_token_count,gap_before_mark_count,gap_before_luke_count,gap_category,mark_range,luke_range,representative_primary_pairs,source_text_preview,target_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model
Mark↔Luke,loose_012,Mark 6:7–Mark 6:10 / Luke 9:1–Luke 9:4,3,0.2838,4,4,1,1,,,,,minor_gap_or_local_relocation,Mark 6:7–Mark 6:10,Luke 9:1–Luke 9:4,Mark 6:7~Luke 9:1; Mark 6:8~Luke 9:3; Mark 6:10~Luke 9:4,"καὶ προσκαλεῖται τοὺς δώδεκα, καὶ ἤρξατο αὐτοὺς ἀποστέλλειν δύο δύο, καὶ ἐδίδου αὐτοῖς ἐξουσίαν τῶν πνευμάτων τῶν ἀκαθάρτων, καὶ παρήγγειλεν αὐτοῖς ἵνα μηδὲν αἴρωσιν εἰς ὁδὸν εἰ μὴ ῥάβδον μόνον, μὴ ⸂ἄρτον, μὴ πήραν⸃, μὴ εἰς τὴν ζώνην χαλκόν, ἀλλὰ ὑποδεδεμένους σανδάλια, καὶ μὴ ⸀ἐνδύσησθε δύο χιτῶνας.","Συγκαλεσάμενος δὲ τοὺς δώδεκα ἔδωκεν αὐτοῖς δύναμιν καὶ ἐξουσίαν ἐπὶ πάντα τὰ δαιμόνια καὶ νόσους θεραπεύειν, καὶ ἀπέστειλεν αὐτοὺς κηρύσσειν τὴν βασιλείαν τοῦ θεοῦ καὶ ἰᾶσθαι ⸂τοὺς ἀσθενεῖς⸃, καὶ εἶπεν πρὸς αὐτούς· Μηδὲν αἴρετε εἰς τὴν ὁδόν, μήτε ⸀ῥάβδον μήτε πήραν μήτε ἄρτον μήτε ἀργύριον, μήτε ⸀ἀνὰ δύο χιτῶνας ἔχειν.",mark_used_luke,Luke,Mark,Luke 9:1–Luke 9:4,Mark 6:7–Mark 6:10,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,3.7486,1 Mark gap verse(s) as Markan addition. | 1 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_013,Mark 6:16–Mark 6:16 / Luke 9:9–Luke 9:9,1,0.2417,1,1,0,0,,,,,continuous_alignment,Mark 6:16–Mark 6:16,Luke 9:9–Luke 9:9,Mark 6:16~Luke 9:9,"ἀκούσας δὲ ⸀ὁ Ἡρῴδης ⸀ἔλεγεν· Ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην, οὗτος ⸀ἠγέρθη.",⸂εἶπεν δὲ⸃ ⸀ὁ Ἡρῴδης· Ἰωάννην ἐγὼ ἀπεκεφάλισα· τίς δέ ἐστιν οὗτος περὶ ⸀οὗ ἀκούω τοιαῦτα; καὶ ἐζήτει ἰδεῖν αὐτόν.,luke_used_mark,Mark,Luke,Mark 6:16–Mark 6:16,Luke 9:9–Luke 9:9,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.7083,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_013,Mark 6:16–Mark 6:16 / Luke 9:9–Luke 9:9,1,0.2417,1,1,0,0,,,,,continuous_alignment,Mark 6:16–Mark 6:16,Luke 9:9–Luke 9:9,Mark 6:16~Luke 9:9,"ἀκούσας δὲ ⸀ὁ Ἡρῴδης ⸀ἔλεγεν· Ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην, οὗτος ⸀ἠγέρθη.",⸂εἶπεν δὲ⸃ ⸀ὁ Ἡρῴδης· Ἰωάννην ἐγὼ ἀπεκεφάλισα· τίς δέ ἐστιν οὗτος περὶ ⸀οὗ ἀκούω τοιαῦτα; καὶ ἐζήτει ἰδεῖν αὐτόν.,mark_used_luke,Luke,Mark,Luke 9:9–Luke 9:9,Mark 6:16–Mark 6:16,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.7083,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_014,Mark 6:30–Mark 6:30 / Luke 9:10–Luke 9:10,1,0.24,1,1,0,0,,,,,continuous_alignment,Mark 6:30–Mark 6:30,Luke 9:10–Luke 9:10,Mark 6:30~Luke 9:10,"Καὶ συνάγονται οἱ ἀπόστολοι πρὸς τὸν Ἰησοῦν, καὶ ἀπήγγειλαν αὐτῷ ⸀πάντα ὅσα ἐποίησαν καὶ ὅσα ἐδίδαξαν.",Καὶ ὑποστρέψαντες οἱ ἀπόστολοι διηγήσαντο αὐτῷ ὅσα ἐποίησαν. καὶ παραλαβὼν αὐτοὺς ὑπεχώρησεν κατʼ ἰδίαν εἰς ⸂πόλιν καλουμένην Βηθσαϊδά⸃.,luke_used_mark,Mark,Luke,Mark 6:30–Mark 6:30,Luke 9:10–Luke 9:10,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.71,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_014,Mark 6:30–Mark 6:30 / Luke 9:10–Luke 9:10,1,0.24,1,1,0,0,,,,,continuous_alignment,Mark 6:30–Mark 6:30,Luke 9:10–Luke 9:10,Mark 6:30~Luke 9:10,"Καὶ συνάγονται οἱ ἀπόστολοι πρὸς τὸν Ἰησοῦν, καὶ ἀπήγγειλαν αὐτῷ ⸀πάντα ὅσα ἐποίησαν καὶ ὅσα ἐδίδαξαν.",Καὶ ὑποστρέψαντες οἱ ἀπόστολοι διηγήσαντο αὐτῷ ὅσα ἐποίησαν. καὶ παραλαβὼν αὐτοὺς ὑπεχώρησεν κατʼ ἰδίαν εἰς ⸂πόλιν καλουμένην Βηθσαϊδά⸃.,mark_used_luke,Luke,Mark,Luke 9:10–Luke 9:10,Mark 6:30–Mark 6:30,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.71,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_015,Mark 6:37–Mark 6:42 / Luke 9:13–Luke 9:17,3,0.3785,6,5,3,2,,,,,minor_gap_or_local_relocation,Mark 6:37–Mark 6:42,Luke 9:13–Luke 9:17,Mark 6:37~Luke 9:13; Mark 6:41~Luke 9:16; Mark 6:42~Luke 9:17,"ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Δότε αὐτοῖς ὑμεῖς φαγεῖν. καὶ λέγουσιν αὐτῷ· Ἀπελθόντες ἀγοράσωμεν δηναρίων διακοσίων ἄρτους καὶ ⸀δώσομεν αὐτοῖς φαγεῖν; ὁ δὲ λέγει αὐτοῖς· Πόσους ⸂ἔχετε ἄρτους⸃; ⸀ὑπάγετε ἴδετε. καὶ γνόντες λέγουσιν· Πέντε, καὶ δύο ἰχθύας. καὶ ἐπέταξεν αὐτοῖς ⸀ἀνακλῖναι πάντας συμπόσια συμπόσια ἐπὶ τῷ χλωρῷ χόρτῳ.","εἶπεν δὲ πρὸς αὐτούς· Δότε αὐτοῖς ⸂ὑμεῖς φαγεῖν⸃. οἱ δὲ εἶπαν· Οὐκ εἰσὶν ἡμῖν πλεῖον ἢ ⸂ἄρτοι πέντε⸃ καὶ ἰχθύες δύο, εἰ μήτι πορευθέντες ἡμεῖς ἀγοράσωμεν εἰς πάντα τὸν λαὸν τοῦτον βρώματα. ἦσαν γὰρ ὡσεὶ ἄνδρες πεντακισχίλιοι. εἶπεν δὲ πρὸς τοὺς μαθητὰς αὐτοῦ· Κατακλίνατε αὐτοὺς κλισίας ⸀ὡσεὶ ἀνὰ πεντήκοντα. καὶ ἐποίησαν οὕτως καὶ ⸀κατέκλιναν ἅπαντας.",luke_used_mark,Mark,Luke,Mark 6:37–Mark 6:42,Luke 9:13–Luke 9:17,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,5.2645,"2 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 3 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_015,Mark 6:37–Mark 6:42 / Luke 9:13–Luke 9:17,3,0.3785,6,5,3,2,,,,,minor_gap_or_local_relocation,Mark 6:37–Mark 6:42,Luke 9:13–Luke 9:17,Mark 6:37~Luke 9:13; Mark 6:41~Luke 9:16; Mark 6:42~Luke 9:17,"ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Δότε αὐτοῖς ὑμεῖς φαγεῖν. καὶ λέγουσιν αὐτῷ· Ἀπελθόντες ἀγοράσωμεν δηναρίων διακοσίων ἄρτους καὶ ⸀δώσομεν αὐτοῖς φαγεῖν; ὁ δὲ λέγει αὐτοῖς· Πόσους ⸂ἔχετε ἄρτους⸃; ⸀ὑπάγετε ἴδετε. καὶ γνόντες λέγουσιν· Πέντε, καὶ δύο ἰχθύας. καὶ ἐπέταξεν αὐτοῖς ⸀ἀνακλῖναι πάντας συμπόσια συμπόσια ἐπὶ τῷ χλωρῷ χόρτῳ.","εἶπεν δὲ πρὸς αὐτούς· Δότε αὐτοῖς ⸂ὑμεῖς φαγεῖν⸃. οἱ δὲ εἶπαν· Οὐκ εἰσὶν ἡμῖν πλεῖον ἢ ⸂ἄρτοι πέντε⸃ καὶ ἰχθύες δύο, εἰ μήτι πορευθέντες ἡμεῖς ἀγοράσωμεν εἰς πάντα τὸν λαὸν τοῦτον βρώματα. ἦσαν γὰρ ὡσεὶ ἄνδρες πεντακισχίλιοι. εἶπεν δὲ πρὸς τοὺς μαθητὰς αὐτοῦ· Κατακλίνατε αὐτοὺς κλισίας ⸀ὡσεὶ ἀνὰ πεντήκοντα. καὶ ἐποίησαν οὕτως καὶ ⸀κατέκλιναν ἅπαντας.",mark_used_luke,Luke,Mark,Luke 9:13–Luke 9:17,Mark 6:37–Mark 6:42,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,6.2145,3 Mark gap verse(s) as Markan addition. | 2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_016,Mark 8:28–Mark 9:7 / Luke 9:19–Luke 9:35,11,0.4595,18,17,7,6,,,,,minor_gap_or_local_relocation,Mark 8:28–Mark 9:7,Luke 9:19–Luke 9:35,Mark 8:28~Luke 9:19; Mark 8:29~Luke 9:20; Mark 8:30~Luke 9:21; Mark 8:31~Luke 9:22; Mark 8:34~Luke 9:23,"οἱ δὲ ⸂εἶπαν αὐτῷ λέγοντες⸃ ⸀ὅτι Ἰωάννην τὸν βαπτιστήν, καὶ ἄλλοι Ἠλίαν, ἄλλοι δὲ ⸂ὅτι εἷς⸃ τῶν προφητῶν. καὶ αὐτὸς ⸂ἐπηρώτα αὐτούς⸃· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸀ἀποκριθεὶς ὁ Πέτρος λέγει αὐτῷ· Σὺ εἶ ὁ χριστός. καὶ ἐπετίμησεν αὐτοῖς ἵνα μηδενὶ λέγωσιν περὶ αὐτοῦ.","οἱ δὲ ἀποκριθέντες εἶπαν· Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἄλλοι δὲ ὅτι προφήτης τις τῶν ἀρχαίων ἀνέστη. εἶπεν δὲ αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸂Πέτρος δὲ ἀποκριθεὶς⸃ εἶπεν· Τὸν χριστὸν τοῦ θεοῦ. Ὁ δὲ ἐπιτιμήσας αὐτοῖς παρήγγειλεν μηδενὶ ⸀λέγειν τοῦτο,",luke_used_mark,Mark,Luke,Mark 8:28–Mark 9:7,Luke 9:19–Luke 9:35,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,12.95,"6 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 7 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_016,Mark 8:28–Mark 9:7 / Luke 9:19–Luke 9:35,11,0.4595,18,17,7,6,,,,,minor_gap_or_local_relocation,Mark 8:28–Mark 9:7,Luke 9:19–Luke 9:35,Mark 8:28~Luke 9:19; Mark 8:29~Luke 9:20; Mark 8:30~Luke 9:21; Mark 8:31~Luke 9:22; Mark 8:34~Luke 9:23,"οἱ δὲ ⸂εἶπαν αὐτῷ λέγοντες⸃ ⸀ὅτι Ἰωάννην τὸν βαπτιστήν, καὶ ἄλλοι Ἠλίαν, ἄλλοι δὲ ⸂ὅτι εἷς⸃ τῶν προφητῶν. καὶ αὐτὸς ⸂ἐπηρώτα αὐτούς⸃· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸀ἀποκριθεὶς ὁ Πέτρος λέγει αὐτῷ· Σὺ εἶ ὁ χριστός. καὶ ἐπετίμησεν αὐτοῖς ἵνα μηδενὶ λέγωσιν περὶ αὐτοῦ.","οἱ δὲ ἀποκριθέντες εἶπαν· Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἄλλοι δὲ ὅτι προφήτης τις τῶν ἀρχαίων ἀνέστη. εἶπεν δὲ αὐτοῖς· Ὑμεῖς δὲ τίνα με λέγετε εἶναι; ⸂Πέτρος δὲ ἀποκριθεὶς⸃ εἶπεν· Τὸν χριστὸν τοῦ θεοῦ. Ὁ δὲ ἐπιτιμήσας αὐτοῖς παρήγγειλεν μηδενὶ ⸀λέγειν τοῦτο,",mark_used_luke,Luke,Mark,Luke 9:19–Luke 9:35,Mark 8:28–Mark 9:7,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,15.5,7 Mark gap verse(s) as Markan addition. | 6 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_017,Mark 9:19–Mark 9:19 / Luke 9:41–Luke 9:41,1,0.3995,1,1,0,0,,,,,continuous_alignment,Mark 9:19–Mark 9:19,Luke 9:41–Luke 9:41,Mark 9:19~Luke 9:41,"ὁ δὲ ἀποκριθεὶς ⸀αὐτοῖς λέγει· Ὦ γενεὰ ἄπιστος, ἕως πότε πρὸς ὑμᾶς ἔσομαι; ἕως πότε ἀνέξομαι ὑμῶν; φέρετε αὐτὸν πρός με.","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Ὦ γενεὰ ἄπιστος καὶ διεστραμμένη, ἕως πότε ἔσομαι πρὸς ὑμᾶς καὶ ἀνέξομαι ὑμῶν; προσάγαγε ⸂ὧδε τὸν υἱόν σου⸃.",luke_used_mark,Mark,Luke,Mark 9:19–Mark 9:19,Luke 9:41–Luke 9:41,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.0505,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_017,Mark 9:19–Mark 9:19 / Luke 9:41–Luke 9:41,1,0.3995,1,1,0,0,,,,,continuous_alignment,Mark 9:19–Mark 9:19,Luke 9:41–Luke 9:41,Mark 9:19~Luke 9:41,"ὁ δὲ ἀποκριθεὶς ⸀αὐτοῖς λέγει· Ὦ γενεὰ ἄπιστος, ἕως πότε πρὸς ὑμᾶς ἔσομαι; ἕως πότε ἀνέξομαι ὑμῶν; φέρετε αὐτὸν πρός με.","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· Ὦ γενεὰ ἄπιστος καὶ διεστραμμένη, ἕως πότε ἔσομαι πρὸς ὑμᾶς καὶ ἀνέξομαι ὑμῶν; προσάγαγε ⸂ὧδε τὸν υἱόν σου⸃.",mark_used_luke,Luke,Mark,Luke 9:41–Luke 9:41,Mark 9:19–Mark 9:19,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.0505,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_018,Mark 9:31–Mark 9:40 / Luke 9:44–Luke 9:50,5,0.4112,10,7,5,2,,,,,minor_gap_or_local_relocation,Mark 9:31–Mark 9:40,Luke 9:44–Luke 9:50,Mark 9:31~Luke 9:44; Mark 9:32~Luke 9:45; Mark 9:37~Luke 9:48; Mark 9:38~Luke 9:49; Mark 9:40~Luke 9:50,"ἐδίδασκεν γὰρ τοὺς μαθητὰς αὐτοῦ καὶ ἔλεγεν αὐτοῖς ὅτι Ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἀνθρώπων, καὶ ἀποκτενοῦσιν αὐτόν, καὶ ἀποκτανθεὶς ⸂μετὰ τρεῖς ἡμέρας⸃ ἀναστήσεται. οἱ δὲ ἠγνόουν τὸ ῥῆμα, καὶ ἐφοβοῦντο αὐτὸν ἐπερωτῆσαι. Καὶ ⸀ἦλθον εἰς Καφαρναούμ. καὶ ἐν τῇ οἰκίᾳ γενόμενος ἐπηρώτα αὐτούς· Τί ἐν τῇ ⸀ὁδῷ διελογίζεσθε;","Θέσθε ὑμεῖς εἰς τὰ ὦτα ὑμῶν τοὺς λόγους τούτους, ὁ γὰρ υἱὸς τοῦ ἀνθρώπου μέλλει παραδίδοσθαι εἰς χεῖρας ἀνθρώπων. οἱ δὲ ἠγνόουν τὸ ῥῆμα τοῦτο, καὶ ἦν παρακεκαλυμμένον ἀπʼ αὐτῶν ἵνα μὴ αἴσθωνται αὐτό, καὶ ἐφοβοῦντο ἐρωτῆσαι αὐτὸν περὶ τοῦ ῥήματος τούτου. Εἰσῆλθεν δὲ διαλογισμὸς ἐν αὐτοῖς, τὸ τίς ἂν εἴη μείζων αὐτῶν.",luke_used_mark,Mark,Luke,Mark 9:31–Mark 9:40,Luke 9:44–Luke 9:50,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,6.444,"2 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 5 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_018,Mark 9:31–Mark 9:40 / Luke 9:44–Luke 9:50,5,0.4112,10,7,5,2,,,,,minor_gap_or_local_relocation,Mark 9:31–Mark 9:40,Luke 9:44–Luke 9:50,Mark 9:31~Luke 9:44; Mark 9:32~Luke 9:45; Mark 9:37~Luke 9:48; Mark 9:38~Luke 9:49; Mark 9:40~Luke 9:50,"ἐδίδασκεν γὰρ τοὺς μαθητὰς αὐτοῦ καὶ ἔλεγεν αὐτοῖς ὅτι Ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἀνθρώπων, καὶ ἀποκτενοῦσιν αὐτόν, καὶ ἀποκτανθεὶς ⸂μετὰ τρεῖς ἡμέρας⸃ ἀναστήσεται. οἱ δὲ ἠγνόουν τὸ ῥῆμα, καὶ ἐφοβοῦντο αὐτὸν ἐπερωτῆσαι. Καὶ ⸀ἦλθον εἰς Καφαρναούμ. καὶ ἐν τῇ οἰκίᾳ γενόμενος ἐπηρώτα αὐτούς· Τί ἐν τῇ ⸀ὁδῷ διελογίζεσθε;","Θέσθε ὑμεῖς εἰς τὰ ὦτα ὑμῶν τοὺς λόγους τούτους, ὁ γὰρ υἱὸς τοῦ ἀνθρώπου μέλλει παραδίδοσθαι εἰς χεῖρας ἀνθρώπων. οἱ δὲ ἠγνόουν τὸ ῥῆμα τοῦτο, καὶ ἦν παρακεκαλυμμένον ἀπʼ αὐτῶν ἵνα μὴ αἴσθωνται αὐτό, καὶ ἐφοβοῦντο ἐρωτῆσαι αὐτὸν περὶ τοῦ ῥήματος τούτου. Εἰσῆλθεν δὲ διαλογισμὸς ἐν αὐτοῖς, τὸ τίς ἂν εἴη μείζων αὐτῶν.",mark_used_luke,Luke,Mark,Luke 9:44–Luke 9:50,Mark 9:31–Mark 9:40,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,7.694,5 Mark gap verse(s) as Markan addition. | 2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_019,Mark 9:50–Mark 10:5 / Luke 14:34–Luke 15:3,2,0.2483,6,5,4,3,,,,,minor_gap_or_local_relocation,Mark 9:50–Mark 10:5,Luke 14:34–Luke 15:3,Mark 9:50~Luke 14:34; Mark 10:5~Luke 15:3,"καλὸν τὸ ἅλας· ἐὰν δὲ τὸ ἅλας ἄναλον γένηται, ἐν τίνι αὐτὸ ἀρτύσετε; ἔχετε ἐν ἑαυτοῖς ⸀ἅλα, καὶ εἰρηνεύετε ἐν ἀλλήλοις. Καὶ ἐκεῖθεν ἀναστὰς ἔρχεται εἰς τὰ ὅρια τῆς Ἰουδαίας ⸀καὶ πέραν τοῦ Ἰορδάνου, καὶ συμπορεύονται πάλιν ὄχλοι πρὸς αὐτόν, καὶ ὡς εἰώθει πάλιν ἐδίδασκεν αὐτούς. ⸀Καὶ ⸀ἐπηρώτων αὐτὸν εἰ ἔξεστιν ἀνδρὶ γυναῖκα ἀπολῦσαι, πειράζοντες αὐτόν.","Καλὸν ⸀οὖν τὸ ἅλας· ἐὰν δὲ ⸀καὶ τὸ ἅλας μωρανθῇ, ἐν τίνι ἀρτυθήσεται; οὔτε εἰς γῆν οὔτε εἰς κοπρίαν εὔθετόν ἐστιν· ἔξω βάλλουσιν αὐτό. ὁ ἔχων ὦτα ἀκούειν ἀκουέτω. Ἦσαν δὲ ⸂αὐτῷ ἐγγίζοντες⸃ πάντες οἱ τελῶναι καὶ οἱ ἁμαρτωλοὶ ἀκούειν αὐτοῦ.",luke_used_mark,Mark,Luke,Mark 9:50–Mark 10:5,Luke 14:34–Luke 15:3,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,7.3034,"3 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 4 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
Mark↔Luke,loose_019,Mark 9:50–Mark 10:5 / Luke 14:34–Luke 15:3,2,0.2483,6,5,4,3,,,,,minor_gap_or_local_relocation,Mark 9:50–Mark 10:5,Luke 14:34–Luke 15:3,Mark 9:50~Luke 14:34; Mark 10:5~Luke 15:3,"καλὸν τὸ ἅλας· ἐὰν δὲ τὸ ἅλας ἄναλον γένηται, ἐν τίνι αὐτὸ ἀρτύσετε; ἔχετε ἐν ἑαυτοῖς ⸀ἅλα, καὶ εἰρηνεύετε ἐν ἀλλήλοις. Καὶ ἐκεῖθεν ἀναστὰς ἔρχεται εἰς τὰ ὅρια τῆς Ἰουδαίας ⸀καὶ πέραν τοῦ Ἰορδάνου, καὶ συμπορεύονται πάλιν ὄχλοι πρὸς αὐτόν, καὶ ὡς εἰώθει πάλιν ἐδίδασκεν αὐτούς. ⸀Καὶ ⸀ἐπηρώτων αὐτὸν εἰ ἔξεστιν ἀνδρὶ γυναῖκα ἀπολῦσαι, πειράζοντες αὐτόν.","Καλὸν ⸀οὖν τὸ ἅλας· ἐὰν δὲ ⸀καὶ τὸ ἅλας μωρανθῇ, ἐν τίνι ἀρτυθήσεται; οὔτε εἰς γῆν οὔτε εἰς κοπρίαν εὔθετόν ἐστιν· ἔξω βάλλουσιν αὐτό. ὁ ἔχων ὦτα ἀκούειν ἀκουέτω. Ἦσαν δὲ ⸂αὐτῷ ἐγγίζοντες⸃ πάντες οἱ τελῶναι καὶ οἱ ἁμαρτωλοὶ ἀκούειν αὐτοῦ.",mark_used_luke,Luke,Mark,Luke 14:34–Luke 15:3,Mark 9:50–Mark 10:5,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,8.6534,4 Mark gap verse(s) as Markan addition. | 3 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.
Mark↔Luke,loose_020,Mark 10:8–Mark 10:8 / Luke 17:35–Luke 17:35,1,0.2058,1,1,0,0,,,,,continuous_alignment,Mark 10:8–Mark 10:8,Luke 17:35–Luke 17:35,Mark 10:8~Luke 17:35,καὶ ἔσονται οἱ δύο εἰς σάρκα μίαν· ὥστε οὐκέτι εἰσὶν δύο ἀλλὰ μία σάρξ·,"⸂ἔσονται δύο⸃ ἀλήθουσαι ἐπὶ τὸ αὐτό, ⸀ἡ μία παραλημφθήσεται ⸂ἡ δὲ⸃ ἑτέρα ⸀ἀφεθήσεται.",luke_used_mark,Mark,Luke,Mark 10:8–Mark 10:8,Luke 17:35–Luke 17:35,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.7442,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.
