pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,matt_span_verse_count,mark_unmatched_count,matt_unmatched_count,mark_token_count,matt_token_count,gap_before_mark_count,gap_before_matt_count,gap_category,mark_range,matt_range,representative_primary_pairs,mark_text_preview,matt_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model,luke_span_verse_count,luke_unmatched_count,luke_token_count,gap_before_luke_count,luke_range,source_text_preview,target_text_preview
Mark↔Luke,loose_021,Mark 10:13–Mark 10:33 / Luke 18:15–Luke 18:32,16,0.4798,21.0,,5.0,,,,,,minor_gap_or_local_relocation,Mark 10:13–Mark 10:33,,Mark 10:13~Luke 18:15; Mark 10:14~Luke 18:16; Mark 10:15~Luke 18:17; Mark 10:17~Luke 18:18; Mark 10:18~Luke 18:19,,,mark_used_luke,Luke,Mark,Luke 18:15–Luke 18:32,Mark 10:13–Mark 10:33,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,8.0,5 Mark gap verse(s) as Markan addition. | 2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,18.0,2.0,,,Luke 18:15–Luke 18:32,"Καὶ προσέφερον αὐτῷ παιδία ἵνα ⸂αὐτῶν ἅψηται⸃· οἱ δὲ μαθηταὶ ⸂ἐπετίμησαν αὐτοῖς⸃. ἰδὼν δὲ ὁ Ἰησοῦς ἠγανάκτησεν καὶ εἶπεν αὐτοῖς· Ἄφετε τὰ παιδία ἔρχεσθαι πρός με, μὴ κωλύετε αὐτά, τῶν γὰρ τοιούτων ἐστὶν ἡ βασιλεία τοῦ θεοῦ. ἀμὴν λέγω ὑμῖν, ὃς ⸀ἂν μὴ δέξηται τὴν βασιλείαν τοῦ θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν.","Προσέφερον δὲ αὐτῷ καὶ τὰ βρέφη ἵνα αὐτῶν ἅπτηται· ἰδόντες δὲ οἱ μαθηταὶ ⸀ἐπετίμων αὐτοῖς. ὁ δὲ Ἰησοῦς ⸂προσεκαλέσατο αὐτὰ λέγων⸃· Ἄφετε τὰ παιδία ἔρχεσθαι πρός με καὶ μὴ κωλύετε αὐτά, τῶν γὰρ τοιούτων ἐστὶν ἡ βασιλεία τοῦ θεοῦ. ἀμὴν λέγω ὑμῖν, ὃς ⸀ἂν μὴ δέξηται τὴν βασιλείαν τοῦ θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν."
Mark↔Luke,loose_022,Mark 10:46–Mark 10:52 / Luke 18:35–Luke 18:42,5,0.3917,7.0,,2.0,,,,,,minor_gap_or_local_relocation,Mark 10:46–Mark 10:52,,Mark 10:46~Luke 18:35; Mark 10:47~Luke 18:38; Mark 10:48~Luke 18:39; Mark 10:51~Luke 18:41; Mark 10:52~Luke 18:42,,,luke_used_mark,Mark,Luke,Mark 10:46–Mark 10:52,Luke 18:35–Luke 18:42,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,4.9915,"3 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 2 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,8.0,3.0,,,Luke 18:35–Luke 18:42,"Καὶ ἔρχονται εἰς Ἰεριχώ. καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰεριχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ⸀ὁ υἱὸς Τιμαίου Βαρτιμαῖος ⸀τυφλὸς ⸂προσαίτης ἐκάθητο παρὰ τὴν ὁδόν⸃. καὶ ἀκούσας ὅτι Ἰησοῦς ὁ ⸀Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν· ⸀Υἱὲ Δαυὶδ Ἰησοῦ, ἐλέησόν με. καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ· ὁ δὲ πολλῷ μᾶλλον ἔκραζεν· Υἱὲ Δαυίδ, ἐλέησόν με.",Ἐγένετο δὲ ἐν τῷ ἐγγίζειν αὐτὸν εἰς Ἰεριχὼ τυφλός τις ἐκάθητο παρὰ τὴν ὁδὸν ⸀ἐπαιτῶν. ἀκούσας δὲ ὄχλου διαπορευομένου ἐπυνθάνετο ⸀τί εἴη τοῦτο· ἀπήγγειλαν δὲ αὐτῷ ὅτι Ἰησοῦς ὁ Ναζωραῖος παρέρχεται.
Mark↔Luke,loose_022,Mark 10:46–Mark 10:52 / Luke 18:35–Luke 18:42,5,0.3917,7.0,,2.0,,,,,,minor_gap_or_local_relocation,Mark 10:46–Mark 10:52,,Mark 10:46~Luke 18:35; Mark 10:47~Luke 18:38; Mark 10:48~Luke 18:39; Mark 10:51~Luke 18:41; Mark 10:52~Luke 18:42,,,mark_used_luke,Luke,Mark,Luke 18:35–Luke 18:42,Mark 10:46–Mark 10:52,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,6.0415,2 Mark gap verse(s) as Markan addition. | 3 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,8.0,3.0,,,Luke 18:35–Luke 18:42,"Καὶ ἔρχονται εἰς Ἰεριχώ. καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰεριχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ⸀ὁ υἱὸς Τιμαίου Βαρτιμαῖος ⸀τυφλὸς ⸂προσαίτης ἐκάθητο παρὰ τὴν ὁδόν⸃. καὶ ἀκούσας ὅτι Ἰησοῦς ὁ ⸀Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν· ⸀Υἱὲ Δαυὶδ Ἰησοῦ, ἐλέησόν με. καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ· ὁ δὲ πολλῷ μᾶλλον ἔκραζεν· Υἱὲ Δαυίδ, ἐλέησόν με.",Ἐγένετο δὲ ἐν τῷ ἐγγίζειν αὐτὸν εἰς Ἰεριχὼ τυφλός τις ἐκάθητο παρὰ τὴν ὁδὸν ⸀ἐπαιτῶν. ἀκούσας δὲ ὄχλου διαπορευομένου ἐπυνθάνετο ⸀τί εἴη τοῦτο· ἀπήγγειλαν δὲ αὐτῷ ὅτι Ἰησοῦς ὁ Ναζωραῖος παρέρχεται.
Mark↔Luke,loose_023,Mark 11:1–Mark 11:18 / Luke 19:29–Luke 19:47,9,0.3462,18.0,,9.0,,,,,,minor_gap_or_local_relocation,Mark 11:1–Mark 11:18,,Mark 11:1~Luke 19:29; Mark 11:2~Luke 19:30; Mark 11:3~Luke 19:34; Mark 11:7~Luke 19:35; Mark 11:9~Luke 19:38,,,luke_used_mark,Mark,Luke,Mark 11:1–Mark 11:18,Luke 19:29–Luke 19:47,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,20.5842,"10 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 9 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,19.0,10.0,,,Luke 19:29–Luke 19:47,"Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ ⸀εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφʼ ὃν οὐδεὶς ⸀οὔπω ἀνθρώπων ⸀ἐκάθισεν· ⸂λύσατε αὐτὸν καὶ φέρετε⸃. καὶ ἐάν τις ὑμῖν εἴπῃ· Τί ποιεῖτε τοῦτο; εἴπατε ⸀ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει· καὶ ⸀εὐθὺς αὐτὸν ἀποστέλλει ⸀πάλιν ὧδε.","Καὶ ἐγένετο ὡς ἤγγισεν εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ ὄρος τὸ καλούμενον Ἐλαιῶν, ἀπέστειλεν δύο τῶν ⸀μαθητῶν ⸀λέγων· Ὑπάγετε εἰς τὴν κατέναντι κώμην, ἐν ᾗ εἰσπορευόμενοι εὑρήσετε πῶλον δεδεμένον, ἐφʼ ὃν οὐδεὶς πώποτε ἀνθρώπων ἐκάθισεν, ⸀καὶ λύσαντες αὐτὸν ἀγάγετε. καὶ ἐάν τις ὑμᾶς ἐρωτᾷ· Διὰ τί λύετε; οὕτως ⸀ἐρεῖτε ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει."
Mark↔Luke,loose_023,Mark 11:1–Mark 11:18 / Luke 19:29–Luke 19:47,9,0.3462,18.0,,9.0,,,,,,minor_gap_or_local_relocation,Mark 11:1–Mark 11:18,,Mark 11:1~Luke 19:29; Mark 11:2~Luke 19:30; Mark 11:3~Luke 19:34; Mark 11:7~Luke 19:35; Mark 11:9~Luke 19:38,,,mark_used_luke,Luke,Mark,Luke 19:29–Luke 19:47,Mark 11:1–Mark 11:18,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,24.4342,9 Mark gap verse(s) as Markan addition. | 10 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,19.0,10.0,,,Luke 19:29–Luke 19:47,"Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ ⸀εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφʼ ὃν οὐδεὶς ⸀οὔπω ἀνθρώπων ⸀ἐκάθισεν· ⸂λύσατε αὐτὸν καὶ φέρετε⸃. καὶ ἐάν τις ὑμῖν εἴπῃ· Τί ποιεῖτε τοῦτο; εἴπατε ⸀ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει· καὶ ⸀εὐθὺς αὐτὸν ἀποστέλλει ⸀πάλιν ὧδε.","Καὶ ἐγένετο ὡς ἤγγισεν εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ ὄρος τὸ καλούμενον Ἐλαιῶν, ἀπέστειλεν δύο τῶν ⸀μαθητῶν ⸀λέγων· Ὑπάγετε εἰς τὴν κατέναντι κώμην, ἐν ᾗ εἰσπορευόμενοι εὑρήσετε πῶλον δεδεμένον, ἐφʼ ὃν οὐδεὶς πώποτε ἀνθρώπων ἐκάθισεν, ⸀καὶ λύσαντες αὐτὸν ἀγάγετε. καὶ ἐάν τις ὑμᾶς ἐρωτᾷ· Διὰ τί λύετε; οὕτως ⸀ἐρεῖτε ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει."
Mark↔Luke,loose_024,Mark 11:28–Mark 12:27 / Luke 20:2–Luke 20:38,22,0.4309,33.0,,11.0,,,,,,minor_gap_or_local_relocation,Mark 11:28–Mark 12:27,,Mark 11:28~Luke 20:2; Mark 11:30~Luke 20:4; Mark 11:31~Luke 20:5; Mark 11:33~Luke 20:8; Mark 12:1~Luke 20:9,,,luke_used_mark,Mark,Luke,Mark 11:28–Mark 12:27,Luke 20:2–Luke 20:38,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,25.7702,"15 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 11 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,37.0,15.0,,,Luke 20:2–Luke 20:38,"καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς; ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ· τὸ βάπτισμα ⸀τὸ Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων; ἀποκρίθητέ μοι.","καὶ εἶπαν ⸂λέγοντες πρὸς αὐτόν⸃· Εἰπὸν ἡμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς, ἢ τίς ἐστιν ὁ δούς σοι τὴν ἐξουσίαν ταύτην; ἀποκριθεὶς δὲ εἶπεν πρὸς αὐτούς· Ἐρωτήσω ὑμᾶς ⸀κἀγὼ λόγον, καὶ εἴπατέ μοι· Τὸ βάπτισμα Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων;"
Mark↔Luke,loose_024,Mark 11:28–Mark 12:27 / Luke 20:2–Luke 20:38,22,0.4309,33.0,,11.0,,,,,,minor_gap_or_local_relocation,Mark 11:28–Mark 12:27,,Mark 11:28~Luke 20:2; Mark 11:30~Luke 20:4; Mark 11:31~Luke 20:5; Mark 11:33~Luke 20:8; Mark 12:1~Luke 20:9,,,mark_used_luke,Luke,Mark,Luke 20:2–Luke 20:38,Mark 11:28–Mark 12:27,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,31.1702,11 Mark gap verse(s) as Markan addition. | 15 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,37.0,15.0,,,Luke 20:2–Luke 20:38,"καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς; ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ· τὸ βάπτισμα ⸀τὸ Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων; ἀποκρίθητέ μοι.","καὶ εἶπαν ⸂λέγοντες πρὸς αὐτόν⸃· Εἰπὸν ἡμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς, ἢ τίς ἐστιν ὁ δούς σοι τὴν ἐξουσίαν ταύτην; ἀποκριθεὶς δὲ εἶπεν πρὸς αὐτούς· Ἐρωτήσω ὑμᾶς ⸀κἀγὼ λόγον, καὶ εἴπατέ μοι· Τὸ βάπτισμα Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων;"
Mark↔Luke,loose_025,Mark 12:35–Mark 13:17 / Luke 20:41–Luke 21:23,15,0.4548,27.0,,12.0,,,,,,minor_gap_or_local_relocation,Mark 12:35–Mark 13:17,,Mark 12:35~Luke 20:41; Mark 12:36~Luke 20:43; Mark 12:37~Luke 20:44; Mark 12:39~Luke 20:46; Mark 12:40~Luke 20:47,,,luke_used_mark,Mark,Luke,Mark 12:35–Mark 13:17,Luke 20:41–Luke 21:23,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,26.7,"15 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 12 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,30.0,15.0,,,Luke 20:41–Luke 21:23,"Καὶ ἀποκριθεὶς ὁ Ἰησοῦς ἔλεγεν διδάσκων ἐν τῷ ἱερῷ· Πῶς λέγουσιν οἱ γραμματεῖς ὅτι ὁ χριστὸς υἱὸς ⸂Δαυίδ ἐστιν⸃; ⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου. ⸀αὐτὸς Δαυὶδ λέγει αὐτὸν κύριον, καὶ πόθεν ⸂αὐτοῦ ἐστιν υἱός⸃; καὶ ὁ πολὺς ὄχλος ἤκουεν αὐτοῦ ἡδέως.",Εἶπεν δὲ πρὸς αὐτούς· Πῶς λέγουσιν τὸν χριστὸν ⸂εἶναι Δαυὶδ υἱόν⸃; ⸂αὐτὸς γὰρ⸃ Δαυὶδ λέγει ἐν βίβλῳ ψαλμῶν· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.
Mark↔Luke,loose_025,Mark 12:35–Mark 13:17 / Luke 20:41–Luke 21:23,15,0.4548,27.0,,12.0,,,,,,minor_gap_or_local_relocation,Mark 12:35–Mark 13:17,,Mark 12:35~Luke 20:41; Mark 12:36~Luke 20:43; Mark 12:37~Luke 20:44; Mark 12:39~Luke 20:46; Mark 12:40~Luke 20:47,,,mark_used_luke,Luke,Mark,Luke 20:41–Luke 21:23,Mark 12:35–Mark 13:17,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,32.25,12 Mark gap verse(s) as Markan addition. | 15 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,30.0,15.0,,,Luke 20:41–Luke 21:23,"Καὶ ἀποκριθεὶς ὁ Ἰησοῦς ἔλεγεν διδάσκων ἐν τῷ ἱερῷ· Πῶς λέγουσιν οἱ γραμματεῖς ὅτι ὁ χριστὸς υἱὸς ⸂Δαυίδ ἐστιν⸃; ⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου. ⸀αὐτὸς Δαυὶδ λέγει αὐτὸν κύριον, καὶ πόθεν ⸂αὐτοῦ ἐστιν υἱός⸃; καὶ ὁ πολὺς ὄχλος ἤκουεν αὐτοῦ ἡδέως.",Εἶπεν δὲ πρὸς αὐτούς· Πῶς λέγουσιν τὸν χριστὸν ⸂εἶναι Δαυὶδ υἱόν⸃; ⸂αὐτὸς γὰρ⸃ Δαυὶδ λέγει ἐν βίβλῳ ψαλμῶν· ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.
Mark↔Luke,loose_026,Mark 13:26–Mark 13:31 / Luke 21:27–Luke 21:33,5,0.6858,6.0,,1.0,,,,,,minor_gap_or_local_relocation,Mark 13:26–Mark 13:31,,Mark 13:26~Luke 21:27; Mark 13:28~Luke 21:30; Mark 13:29~Luke 21:31; Mark 13:30~Luke 21:32; Mark 13:31~Luke 21:33,,,luke_used_mark,Mark,Luke,Mark 13:26–Mark 13:31,Luke 21:27–Luke 21:33,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,2.85,"2 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 1 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,7.0,2.0,,,Luke 21:27–Luke 21:33,"καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλαις μετὰ δυνάμεως πολλῆς καὶ δόξης· καὶ τότε ἀποστελεῖ τοὺς ⸀ἀγγέλους καὶ ἐπισυνάξει τοὺς ⸀ἐκλεκτοὺς ἐκ τῶν τεσσάρων ἀνέμων ἀπʼ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ. Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ⸂ἤδη ὁ κλάδος αὐτῆς⸃ ἁπαλὸς γένηται καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν·","καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς. ἀρχομένων δὲ τούτων γίνεσθαι ἀνακύψατε καὶ ἐπάρατε τὰς κεφαλὰς ὑμῶν, διότι ἐγγίζει ἡ ἀπολύτρωσις ὑμῶν. Καὶ εἶπεν παραβολὴν αὐτοῖς· Ἴδετε τὴν συκῆν καὶ πάντα τὰ δένδρα·"
Mark↔Luke,loose_026,Mark 13:26–Mark 13:31 / Luke 21:27–Luke 21:33,5,0.6858,6.0,,1.0,,,,,,minor_gap_or_local_relocation,Mark 13:26–Mark 13:31,,Mark 13:26~Luke 21:27; Mark 13:28~Luke 21:30; Mark 13:29~Luke 21:31; Mark 13:30~Luke 21:32; Mark 13:31~Luke 21:33,,,mark_used_luke,Luke,Mark,Luke 21:27–Luke 21:33,Mark 13:26–Mark 13:31,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,3.5,1 Mark gap verse(s) as Markan addition. | 2 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,7.0,2.0,,,Luke 21:27–Luke 21:33,"καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλαις μετὰ δυνάμεως πολλῆς καὶ δόξης· καὶ τότε ἀποστελεῖ τοὺς ⸀ἀγγέλους καὶ ἐπισυνάξει τοὺς ⸀ἐκλεκτοὺς ἐκ τῶν τεσσάρων ἀνέμων ἀπʼ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ. Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ⸂ἤδη ὁ κλάδος αὐτῆς⸃ ἁπαλὸς γένηται καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν·","καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς. ἀρχομένων δὲ τούτων γίνεσθαι ἀνακύψατε καὶ ἐπάρατε τὰς κεφαλὰς ὑμῶν, διότι ἐγγίζει ἡ ἀπολύτρωσις ὑμῶν. Καὶ εἶπεν παραβολὴν αὐτοῖς· Ἴδετε τὴν συκῆν καὶ πάντα τὰ δένδρα·"
Mark↔Luke,loose_027,Mark 14:1–Mark 14:1 / Luke 22:2–Luke 22:2,1,0.3728,1.0,,0.0,,,,,,continuous_alignment,Mark 14:1–Mark 14:1,,Mark 14:1~Luke 22:2,,,luke_used_mark,Mark,Luke,Mark 14:1–Mark 14:1,Luke 22:2–Luke 22:2,lukan_addition_or_relocation; lukan_omission_or_compression; lukan_reframing,0.0772,"0 Luke gap verse(s) as addition, relocation, or expansion around a Markan sequence. | 0 Mark gap verse(s) as omission/compression by Luke.",Unpenalized shared-tradition model can explain some local parallels; Lukan gap material and low-score pairs require explanation.,Luke uses Mark-like narrative sequence while adding infancy/travel/sayings material and smoothing/reframing Mark.,1.0,0.0,,,Luke 22:2–Luke 22:2,"Ἦν δὲ τὸ πάσχα καὶ τὰ ἄζυμα μετὰ δύο ἡμέρας. καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς πῶς αὐτὸν ἐν δόλῳ κρατήσαντες ἀποκτείνωσιν,","καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς τὸ πῶς ἀνέλωσιν αὐτόν, ἐφοβοῦντο γὰρ τὸν λαόν."
Mark↔Luke,loose_027,Mark 14:1–Mark 14:1 / Luke 22:2–Luke 22:2,1,0.3728,1.0,,0.0,,,,,,continuous_alignment,Mark 14:1–Mark 14:1,,Mark 14:1~Luke 22:2,,,mark_used_luke,Luke,Mark,Luke 22:2–Luke 22:2,Mark 14:1–Mark 14:1,markan_omission_of_lukan_material; markan_abbreviation; markan_vividization,0.0772,0 Mark gap verse(s) as Markan addition. | 0 Luke gap verse(s) as material Mark omits/compresses.,Mark must omit large Lukan blocks and still preserve the Mark-like sequence; direct-use burden higher than Luke used Mark.,Markan epitome/abbreviation of Luke with strong action-narrative focus; high-burden but formally possible.,1.0,0.0,,,Luke 22:2–Luke 22:2,"Ἦν δὲ τὸ πάσχα καὶ τὰ ἄζυμα μετὰ δύο ἡμέρας. καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς πῶς αὐτὸν ἐν δόλῳ κρατήσαντες ἀποκτείνωσιν,","καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς τὸ πῶς ἀνέλωσιν αὐτόν, ἐφοβοῦντο γὰρ τὸν λαόν."
