book,ref,chapter,verse,token_count_morphgnt,content_token_count_morphgnt,normalized_tokens_morphgnt,content_tokens_morphgnt,lemma_tokens_all,lemma_tokens_content,pos_sequence,long_ending_status
Mark,Mark 5:39,5,39,14,8,και εισελθων λεγει αυτοισ τι θορυβεισθε και κλαιετε το παιδιον ου απεθανεν αλλα καθευδει,εισελθων λεγει θορυβεισθε κλαιετε παιδιον ου απεθανεν καθευδει,και εισερχομαι λεγω αυτοσ τισ θορυβεω και κλαιω ο παιδιον ου αποθνησκω αλλα καθευδω,εισερχομαι λεγω θορυβεω κλαιω παιδιον ου αποθνησκω καθευδω,C- V- V- RP RI V- C- V- RA N- D- V- C- V-,main_text
Mark,Mark 5:40,5,40,25,10,και κατεγελων αυτου αυτοσ δε εκβαλων παντασ παραλαμβανει τον πατερα του παιδιου και την μητερα και τουσ μετα αυτου και εισπορευεται οπου ην το παιδιον,κατεγελων εκβαλων παντασ παραλαμβανει πατερα παιδιου μητερα εισπορευεται ην παιδιον,και καταγελαω αυτοσ αυτοσ δε εκβαλλω πασ παραλαμβανω ο πατηρ ο παιδιον και ο μητηρ και ο μετα αυτοσ και εισπορευομαι οπου ειμι ο παιδιον,καταγελαω εκβαλλω πασ παραλαμβανω πατηρ παιδιον μητηρ εισπορευομαι ειμι παιδιον,C- V- RP RP C- V- A- V- RA N- RA N- C- RA N- C- RA P- RP C- V- C- V- RA N-,main_text
Mark,Mark 5:41,5,41,18,11,και κρατησασ τησ χειροσ του παιδιου λεγει αυτη ταλιθα κουμ ο εστιν μεθερμηνευομενον το κορασιον σοι λεγω εγειρε,κρατησασ χειροσ παιδιου λεγει ταλιθα κουμ εστιν μεθερμηνευομενον κορασιον λεγω εγειρε,και κρατεω ο χειρ ο παιδιον λεγω αυτοσ ταλιθα κουμ οσ ειμι μεθερμηνευω ο κορασιον συ λεγω εγειρω,κρατεω χειρ παιδιον λεγω ταλιθα κουμ ειμι μεθερμηνευω κορασιον λεγω εγειρω,C- V- RA N- RA N- V- RP N- V- RR V- V- RA N- RP V- V-,main_text
Mark,Mark 5:42,5,42,16,11,και ευθυσ ανεστη το κορασιον και περιεπατει ην γαρ ετων δωδεκα και εξεστησαν ευθυσ εκστασει μεγαλη,ευθυσ ανεστη κορασιον περιεπατει ην ετων δωδεκα εξεστησαν ευθυσ εκστασει μεγαλη,και ευθυσ ανιστημι ο κορασιον και περιπατεω ειμι γαρ ετοσ δωδεκα και εξιστημι ευθυσ εκστασισ μεγασ,ευθυσ ανιστημι κορασιον περιπατεω ειμι ετοσ δωδεκα εξιστημι ευθυσ εκστασισ μεγασ,C- A- V- RA N- C- V- V- C- N- A- C- V- A- N- A-,main_text
Mark,Mark 5:43,5,43,13,7,και διεστειλατο αυτοισ πολλα ινα μηδεισ γνοι τουτο και ειπεν δοθηναι αυτη φαγειν,διεστειλατο πολλα μηδεισ γνοι ειπεν δοθηναι φαγειν,και διαστελλομαι αυτοσ πολυσ ινα μηδεισ γινωσκω ουτοσ και λεγω διδωμι αυτοσ εσθιω,διαστελλομαι πολυσ μηδεισ γινωσκω λεγω διδωμι εσθιω,C- V- RP A- C- A- V- RD C- V- V- RP V-,main_text
Mark,Mark 6:1,6,1,15,6,και εξηλθεν εκειθεν και ερχεται εισ την πατριδα αυτου και ακολουθουσιν αυτω οι μαθηται αυτου,εξηλθεν εκειθεν ερχεται πατριδα ακολουθουσιν μαθηται,και εξερχομαι εκειθεν και ερχομαι εισ ο πατρισ αυτοσ και ακολουθεω αυτοσ ο μαθητησ αυτοσ,εξερχομαι εκειθεν ερχομαι πατρισ ακολουθεω μαθητησ,C- V- D- C- V- P- RA N- RP C- V- RP RA N- RP,main_text
Mark,Mark 6:2,6,2,33,15,και γενομενου σαββατου ηρξατο διδασκειν εν τη συναγωγη και οι πολλοι ακουοντεσ εξεπλησσοντο λεγοντεσ ποθεν τουτω ταυτα και τισ η σοφια η δοθεισα τουτω και αι δυναμεισ τοιαυται δια των χειρων αυτου γινομεναι,γενομενου σαββατου ηρξατο διδασκειν συναγωγη πολλοι ακουοντεσ εξεπλησσοντο λεγοντεσ ποθεν σοφια δοθεισα δυναμεισ χειρων γινομεναι,και γινομαι σαββατον αρχω διδασκω εν ο συναγωγη και ο πολυσ ακουω εκπλησσομαι λεγω ποθεν ουτοσ ουτοσ και τισ ο σοφια ο διδωμι ουτοσ και ο δυναμισ τοιουτοσ δια ο χειρ αυτοσ γινομαι,γινομαι σαββατον αρχω διδασκω συναγωγη πολυσ ακουω εκπλησσομαι λεγω ποθεν σοφια διδωμι δυναμισ χειρ γινομαι,C- V- N- V- V- P- RA N- C- RA A- V- V- V- D- RD RD C- RI RA N- RA V- RD C- RA N- RD P- RA N- RP V-,main_text
Mark,Mark 6:3,6,3,31,13,ου ουτοσ εστιν ο τεκτων ο υιοσ τησ μαριασ και αδελφοσ ιακωβου και ιωσητοσ και ιουδα και σιμωνοσ και ου εισιν αι αδελφαι αυτου ωδε προσ ημασ και εσκανδαλιζοντο εν αυτω,εστιν τεκτων υιοσ μαριασ αδελφοσ ιακωβου ιωσητοσ ιουδα σιμωνοσ εισιν αδελφαι ωδε εσκανδαλιζοντο,ου ουτοσ ειμι ο τεκτων ο υιοσ ο μαρια και αδελφοσ ιακωβοσ και ιωσησ και ιουδασ και σιμων και ου ειμι ο αδελφη αυτοσ ωδε προσ εγω και σκανδαλιζω εν αυτοσ,ειμι τεκτων υιοσ μαρια αδελφοσ ιακωβοσ ιωσησ ιουδασ σιμων ειμι αδελφη ωδε σκανδαλιζω,X- RD V- RA N- RA N- RA N- C- N- N- C- N- C- N- C- N- C- X- V- RA N- RP D- P- RP C- V- P- RP,main_text
Mark,Mark 6:4,6,4,26,10,και ελεγεν αυτοισ ο ιησουσ οτι ου εστιν προφητησ ατιμοσ ει μη εν τη πατριδι αυτου και εν τοισ συγγενευσιν αυτου και εν τη οικια αυτου,ελεγεν ιησουσ ου εστιν προφητησ ατιμοσ μη πατριδι συγγενευσιν οικια,και λεγω αυτοσ ο ιησουσ οτι ου ειμι προφητησ ατιμοσ ει μη εν ο πατρισ αυτοσ και εν ο συγγενησ αυτοσ και εν ο οικια αυτοσ,λεγω ιησουσ ου ειμι προφητησ ατιμοσ μη πατρισ συγγενησ οικια,C- V- RP RA N- C- D- V- N- A- C- D- P- RA N- RP C- P- RA A- RP C- P- RA N- RP,main_text
Mark,Mark 6:5,6,5,15,12,και ου εδυνατο εκει ποιησαι ουδεμιαν δυναμιν ει μη ολιγοισ αρρωστοισ επιθεισ τασ χειρασ εθεραπευσεν,ου εδυνατο εκει ποιησαι ουδεμιαν δυναμιν μη ολιγοισ αρρωστοισ επιθεισ χειρασ εθεραπευσεν,και ου δυναμαι εκει ποιεω ουδεισ δυναμισ ει μη ολιγοσ αρρωστοσ επιτιθημι ο χειρ θεραπευω,ου δυναμαι εκει ποιεω ουδεισ δυναμισ μη ολιγοσ αρρωστοσ επιτιθημι χειρ θεραπευω,C- D- V- D- V- A- N- C- D- A- A- V- RA N- V-,main_text
Mark,Mark 6:6,6,6,12,6,και εθαυμαζεν δια την απιστιαν αυτων και περιηγεν τασ κωμασ κυκλω διδασκων,εθαυμαζεν απιστιαν περιηγεν κωμασ κυκλω διδασκων,και θαυμαζω δια ο απιστια αυτοσ και περιαγω ο κωμη κυκλω διδασκω,θαυμαζω απιστια περιαγω κωμη κυκλω διδασκω,C- V- P- RA N- RP C- V- RA N- D- V-,main_text
Mark,Mark 6:7,6,7,18,10,και προσκαλειται τουσ δωδεκα και ηρξατο αυτουσ αποστελλειν δυο δυο και εδιδου αυτοισ εξουσιαν των πνευματων των ακαθαρτων,προσκαλειται δωδεκα ηρξατο αποστελλειν δυο δυο εδιδου εξουσιαν πνευματων ακαθαρτων,και προσκαλεομαι ο δωδεκα και αρχω αυτοσ αποστελλω δυο δυο και διδωμι αυτοσ εξουσια ο πνευμα ο ακαθαρτοσ,προσκαλεομαι δωδεκα αρχω αποστελλω δυο δυο διδωμι εξουσια πνευμα ακαθαρτοσ,C- V- RA A- C- V- RP V- A- A- C- V- RP N- RA N- RA A-,main_text
Mark,Mark 6:8,6,8,21,14,και παρηγγειλεν αυτοισ ινα μηδεν αιρωσιν εισ οδον ει μη ραβδον μονον μη αρτον μη πηραν μη εισ την ζωνην χαλκον,παρηγγειλεν μηδεν αιρωσιν οδον μη ραβδον μονον μη αρτον μη πηραν μη ζωνην χαλκον,και παραγγελλω αυτοσ ινα μηδεισ αιρω εισ οδοσ ει μη ραβδοσ μονοσ μη αρτοσ μη πηρα μη εισ ο ζωνη χαλκοσ,παραγγελλω μηδεισ αιρω οδοσ μη ραβδοσ μονοσ μη αρτοσ μη πηρα μη ζωνη χαλκοσ,C- V- RP C- A- V- P- N- C- D- N- A- D- N- D- N- D- P- RA N- N-,main_text
Mark,Mark 6:9,6,9,8,6,αλλα υποδεδεμενουσ σανδαλια και μη ενδυσησθε δυο χιτωνασ,υποδεδεμενουσ σανδαλια μη ενδυσησθε δυο χιτωνασ,αλλα υποδεομαι σανδαλιον και μη ενδυω δυο χιτων,υποδεομαι σανδαλιον μη ενδυω δυο χιτων,C- V- N- C- D- V- A- N-,main_text
Mark,Mark 6:10,6,10,14,7,και ελεγεν αυτοισ οπου εαν εισελθητε εισ οικιαν εκει μενετε εωσ αν εξελθητε εκειθεν,ελεγεν εισελθητε οικιαν εκει μενετε εξελθητε εκειθεν,και λεγω αυτοσ οπου εαν εισερχομαι εισ οικια εκει μενω εωσ αν εξερχομαι εκειθεν,λεγω εισερχομαι οικια εκει μενω εξερχομαι εκειθεν,C- V- RP C- X- V- P- N- D- V- C- X- V- D-,main_text
Mark,Mark 6:11,6,11,23,10,και οσ αν τοποσ μη δεξηται υμασ μηδε ακουσωσιν υμων εκπορευομενοι εκειθεν εκτιναξατε τον χουν τον υποκατω των ποδων υμων εισ μαρτυριον αυτοισ,τοποσ μη δεξηται ακουσωσιν εκπορευομενοι εκειθεν εκτιναξατε χουν ποδων μαρτυριον,και οσ αν τοποσ μη δεχομαι συ μηδε ακουω συ εκπορευομαι εκειθεν εκτινασσω ο χουσ ο υποκατω ο πουσ συ εισ μαρτυριον αυτοσ,τοποσ μη δεχομαι ακουω εκπορευομαι εκειθεν εκτινασσω χουσ πουσ μαρτυριον,C- RR X- N- D- V- RP C- V- RP V- D- V- RA N- RA P- RA N- RP P- N- RP,main_text
Mark,Mark 6:12,6,12,5,3,και εξελθοντεσ εκηρυξαν ινα μετανοωσιν,εξελθοντεσ εκηρυξαν μετανοωσιν,και εξερχομαι κηρυσσω ινα μετανοεω,εξερχομαι κηρυσσω μετανοεω,C- V- V- C- V-,main_text
Mark,Mark 6:13,6,13,11,8,και δαιμονια πολλα εξεβαλλον και ηλειφον ελαιω πολλουσ αρρωστουσ και εθεραπευον,δαιμονια πολλα εξεβαλλον ηλειφον ελαιω πολλουσ αρρωστουσ εθεραπευον,και δαιμονιον πολυσ εκβαλλω και αλειφω ελαιον πολυσ αρρωστοσ και θεραπευω,δαιμονιον πολυσ εκβαλλω αλειφω ελαιον πολυσ αρρωστοσ θεραπευω,C- N- A- V- C- V- N- A- A- C- V-,main_text
Mark,Mark 6:14,6,14,28,13,και ηκουσεν ο βασιλευσ ηρωδησ φανερον γαρ εγενετο το ονομα αυτου και ελεγον οτι ιωαννησ ο βαπτιζων εγηγερται εκ νεκρων και δια τουτο ενεργουσιν αι δυναμεισ εν αυτω,ηκουσεν βασιλευσ ηρωδησ φανερον εγενετο ονομα ελεγον ιωαννησ βαπτιζων εγηγερται νεκρων ενεργουσιν δυναμεισ,και ακουω ο βασιλευσ ηρωδησ φανεροσ γαρ γινομαι ο ονομα αυτοσ και λεγω οτι ιωαννησ ο βαπτιζω εγειρω εκ νεκροσ και δια ουτοσ ενεργεω ο δυναμισ εν αυτοσ,ακουω βασιλευσ ηρωδησ φανεροσ γινομαι ονομα λεγω ιωαννησ βαπτιζω εγειρω νεκροσ ενεργεω δυναμισ,C- V- RA N- N- A- C- V- RA N- RP C- V- C- N- RA V- V- P- A- C- P- RD V- RA N- P- RP,main_text
Mark,Mark 6:15,6,15,15,9,αλλοι δε ελεγον οτι ηλιασ εστιν αλλοι δε ελεγον οτι προφητησ ωσ εισ των προφητων,αλλοι ελεγον ηλιασ εστιν αλλοι ελεγον προφητησ εισ προφητων,αλλοσ δε λεγω οτι ηλιασ ειμι αλλοσ δε λεγω οτι προφητησ ωσ εισ ο προφητησ,αλλοσ λεγω ηλιασ ειμι αλλοσ λεγω προφητησ εισ προφητησ,A- C- V- C- N- V- A- C- V- C- N- C- A- RA N-,main_text
Mark,Mark 6:16,6,16,11,6,ακουσασ δε ο ηρωδησ ελεγεν ον εγω απεκεφαλισα ιωαννην ουτοσ ηγερθη,ακουσασ ηρωδησ ελεγεν απεκεφαλισα ιωαννην ηγερθη,ακουω δε ο ηρωδησ λεγω οσ εγω αποκεφαλιζω ιωαννησ ουτοσ εγειρω,ακουω ηρωδησ λεγω αποκεφαλιζω ιωαννησ εγειρω,V- C- RA N- V- RR RP V- N- RD V-,main_text
Mark,Mark 6:17,6,17,24,11,αυτοσ γαρ ο ηρωδησ αποστειλασ εκρατησεν τον ιωαννην και εδησεν αυτον εν φυλακη δια ηρωδιαδα την γυναικα φιλιππου του αδελφου αυτου οτι αυτην εγαμησεν,ηρωδησ αποστειλασ εκρατησεν ιωαννην εδησεν φυλακη ηρωδιαδα γυναικα φιλιππου αδελφου εγαμησεν,αυτοσ γαρ ο ηρωδησ αποστελλω κρατεω ο ιωαννησ και δεω αυτοσ εν φυλακη δια ηρωδιασ ο γυνη φιλιπποσ ο αδελφοσ αυτοσ οτι αυτοσ γαμεω,ηρωδησ αποστελλω κρατεω ιωαννησ δεω φυλακη ηρωδιασ γυνη φιλιπποσ αδελφοσ γαμεω,RP C- RA N- V- V- RA N- C- V- RP P- N- P- N- RA N- N- RA N- RP C- RP V-,main_text
Mark,Mark 6:18,6,18,16,8,ελεγεν γαρ ο ιωαννησ τω ηρωδη οτι ου εξεστιν σοι εχειν την γυναικα του αδελφου σου,ελεγεν ιωαννησ ηρωδη ου εξεστιν εχειν γυναικα αδελφου,λεγω γαρ ο ιωαννησ ο ηρωδησ οτι ου εξεστιν συ εχω ο γυνη ο αδελφοσ συ,λεγω ιωαννησ ηρωδησ ου εξεστιν εχω γυνη αδελφοσ,V- C- RA N- RA N- C- D- V- RP V- RA N- RA N- RP,main_text
Mark,Mark 6:19,6,19,12,6,η δε ηρωδιασ ενειχεν αυτω και ηθελεν αυτον αποκτειναι και ου ηδυνατο,ηρωδιασ ενειχεν ηθελεν αποκτειναι ου ηδυνατο,ο δε ηρωδιασ ενεχω αυτοσ και θελω αυτοσ αποκτεινω και ου δυναμαι,ηρωδιασ ενεχω θελω αποκτεινω ου δυναμαι,RA C- N- V- RP C- V- RP V- C- D- V-,main_text
Mark,Mark 6:20,6,20,24,13,ο γαρ ηρωδησ εφοβειτο τον ιωαννην ειδωσ αυτον ανδρα δικαιον και αγιον και συνετηρει αυτον και ακουσασ αυτου πολλα ηπορει και ηδεωσ αυτου ηκουεν,ηρωδησ εφοβειτο ιωαννην ειδωσ ανδρα δικαιον αγιον συνετηρει ακουσασ πολλα ηπορει ηδεωσ ηκουεν,ο γαρ ηρωδησ φοβεομαι ο ιωαννησ οραω αυτοσ ανηρ δικαιοσ και αγιοσ και συντηρεω αυτοσ και ακουω αυτοσ πολυσ απορεω και ηδεωσ αυτοσ ακουω,ηρωδησ φοβεομαι ιωαννησ οραω ανηρ δικαιοσ αγιοσ συντηρεω ακουω πολυσ απορεω ηδεωσ ακουω,RA C- N- V- RA N- V- RP N- A- C- A- C- V- RP C- V- RP A- V- C- D- RP V-,main_text
Mark,Mark 6:21,6,21,22,12,και γενομενησ ημερασ ευκαιρου οτε ηρωδησ τοισ γενεσιοισ αυτου δειπνον εποιησεν τοισ μεγιστασιν αυτου και τοισ χιλιαρχοισ και τοισ πρωτοισ τησ γαλιλαιασ,γενομενησ ημερασ ευκαιρου οτε ηρωδησ γενεσιοισ δειπνον εποιησεν μεγιστασιν χιλιαρχοισ πρωτοισ γαλιλαιασ,και γινομαι ημερα ευκαιροσ οτε ηρωδησ ο γενεσια αυτοσ δειπνον ποιεω ο μεγισταν αυτοσ και ο χιλιαρχοσ και ο πρωτοσ ο γαλιλαια,γινομαι ημερα ευκαιροσ οτε ηρωδησ γενεσια δειπνον ποιεω μεγισταν χιλιαρχοσ πρωτοσ γαλιλαια,C- V- N- A- D- N- RA N- RP N- V- RA N- RP C- RA N- C- RA A- RA N-,main_text
Mark,Mark 6:22,6,22,29,13,και εισελθουσησ τησ θυγατροσ αυτησ τησ ηρωδιαδοσ και ορχησαμενησ και αρεσασησ τω ηρωδη και τοισ συνανακειμενοισ ειπεν ο βασιλευσ τω κορασιω αιτησον με ο εαν θελησ και δωσω σοι,εισελθουσησ θυγατροσ ηρωδιαδοσ ορχησαμενησ αρεσασησ ηρωδη συνανακειμενοισ ειπεν βασιλευσ κορασιω αιτησον θελησ δωσω,και εισερχομαι ο θυγατηρ αυτοσ ο ηρωδιασ και ορχεομαι και αρεσκω ο ηρωδησ και ο συνανακειμαι λεγω ο βασιλευσ ο κορασιον αιτεω εγω οσ εαν θελω και διδωμι συ,εισερχομαι θυγατηρ ηρωδιασ ορχεομαι αρεσκω ηρωδησ συνανακειμαι λεγω βασιλευσ κορασιον αιτεω θελω διδωμι,C- V- RA N- RP RA N- C- V- C- V- RA N- C- RA V- V- RA N- RA N- V- RP RR X- V- C- V- RP,main_text
Mark,Mark 6:23,6,23,15,5,και ωμοσεν αυτη ο τι εαν με αιτησησ δωσω σοι εωσ ημισουσ τησ βασιλειασ μου,ωμοσεν αιτησησ δωσω ημισουσ βασιλειασ,και ομνυω αυτοσ οσ τισ εαν εγω αιτεω διδωμι συ εωσ ημισυσ ο βασιλεια εγω,ομνυω αιτεω διδωμι ημισυσ βασιλεια,C- V- RP RR RI X- RP V- V- RP P- A- RA N- RP,main_text
Mark,Mark 6:24,6,24,16,8,και εξελθουσα ειπεν τη μητρι αυτησ τι αιτησωμαι η δε ειπεν την κεφαλην ιωαννου του βαπτιζοντοσ,εξελθουσα ειπεν μητρι αιτησωμαι ειπεν κεφαλην ιωαννου βαπτιζοντοσ,και εξερχομαι λεγω ο μητηρ αυτοσ τισ αιτεω ο δε λεγω ο κεφαλη ιωαννησ ο βαπτιζω,εξερχομαι λεγω μητηρ αιτεω λεγω κεφαλη ιωαννησ βαπτιζω,C- V- V- RA N- RP RI V- RA C- V- RA N- N- RA V-,main_text
Mark,Mark 6:25,6,25,22,13,και εισελθουσα ευθυσ μετα σπουδησ προσ τον βασιλεα ητησατο λεγουσα θελω ινα εξαυτησ δωσ μοι επι πινακι την κεφαλην ιωαννου του βαπτιστου,εισελθουσα ευθυσ σπουδησ βασιλεα ητησατο λεγουσα θελω εξαυτησ δωσ πινακι κεφαλην ιωαννου βαπτιστου,και εισερχομαι ευθυσ μετα σπουδη προσ ο βασιλευσ αιτεω λεγω θελω ινα εξαυτησ διδωμι εγω επι πιναξ ο κεφαλη ιωαννησ ο βαπτιστησ,εισερχομαι ευθυσ σπουδη βασιλευσ αιτεω λεγω θελω εξαυτησ διδωμι πιναξ κεφαλη ιωαννησ βαπτιστησ,C- V- A- P- N- P- RA N- V- V- V- C- D- V- RP P- N- RA N- N- RA N-,main_text
Mark,Mark 6:26,6,26,15,8,και περιλυποσ γενομενοσ ο βασιλευσ δια τουσ ορκουσ και τουσ ανακειμενουσ ου ηθελησεν αθετησαι αυτην,περιλυποσ γενομενοσ βασιλευσ ορκουσ ανακειμενουσ ου ηθελησεν αθετησαι,και περιλυποσ γινομαι ο βασιλευσ δια ο ορκοσ και ο ανακειμαι ου θελω αθετεω αυτοσ,περιλυποσ γινομαι βασιλευσ ορκοσ ανακειμαι ου θελω αθετεω,C- A- V- RA N- P- RA N- C- RA V- D- V- V- RP,main_text
Mark,Mark 6:27,6,27,18,10,και ευθυσ αποστειλασ ο βασιλευσ σπεκουλατορα επεταξεν ενεγκαι την κεφαλην αυτου και απελθων απεκεφαλισεν αυτον εν τη φυλακη,ευθυσ αποστειλασ βασιλευσ σπεκουλατορα επεταξεν ενεγκαι κεφαλην απελθων απεκεφαλισεν φυλακη,και ευθυσ αποστελλω ο βασιλευσ σπεκουλατωρ επιτασσω φερω ο κεφαλη αυτοσ και απερχομαι αποκεφαλιζω αυτοσ εν ο φυλακη,ευθυσ αποστελλω βασιλευσ σπεκουλατωρ επιτασσω φερω κεφαλη απερχομαι αποκεφαλιζω φυλακη,C- A- V- RA N- N- V- V- RA N- RP C- V- V- RP P- RA N-,main_text
Mark,Mark 6:28,6,28,20,8,και ηνεγκεν την κεφαλην αυτου επι πινακι και εδωκεν αυτην τω κορασιω και το κορασιον εδωκεν αυτην τη μητρι αυτησ,ηνεγκεν κεφαλην πινακι εδωκεν κορασιω κορασιον εδωκεν μητρι,και φερω ο κεφαλη αυτοσ επι πιναξ και διδωμι αυτοσ ο κορασιον και ο κορασιον διδωμι αυτοσ ο μητηρ αυτοσ,φερω κεφαλη πιναξ διδωμι κορασιον κορασιον διδωμι μητηρ,C- V- RA N- RP P- N- C- V- RP RA N- C- RA N- V- RP RA N- RP,main_text
Mark,Mark 6:29,6,29,16,7,και ακουσαντεσ οι μαθηται αυτου ηλθον και ηραν το πτωμα αυτου και εθηκαν αυτο εν μνημειω,ακουσαντεσ μαθηται ηλθον ηραν πτωμα εθηκαν μνημειω,και ακουω ο μαθητησ αυτοσ ερχομαι και αιρω ο πτωμα αυτοσ και τιθημι αυτοσ εν μνημειον,ακουω μαθητησ ερχομαι αιρω πτωμα τιθημι μνημειον,C- V- RA N- RP V- C- V- RA N- RP C- V- RP P- N-,main_text
Mark,Mark 6:30,6,30,16,7,και συναγονται οι αποστολοι προσ τον ιησουν και απηγγειλαν αυτω παντα οσα εποιησαν και οσα εδιδαξαν,συναγονται αποστολοι ιησουν απηγγειλαν παντα εποιησαν εδιδαξαν,και συναγω ο αποστολοσ προσ ο ιησουσ και απαγγελλω αυτοσ πασ οσοσ ποιεω και οσοσ διδασκω,συναγω αποστολοσ ιησουσ απαγγελλω πασ ποιεω διδασκω,C- V- RA N- P- RA N- C- V- RP A- RR V- C- RR V-,main_text
Mark,Mark 6:31,6,31,26,14,και λεγει αυτοισ δευτε υμεισ αυτοι κατα ιδιαν εισ ερημον τοπον και αναπαυσασθε ολιγον ησαν γαρ οι ερχομενοι και οι υπαγοντεσ πολλοι και ουδε φαγειν ευκαιρουν,λεγει δευτε ιδιαν ερημον τοπον αναπαυσασθε ολιγον ησαν ερχομενοι υπαγοντεσ πολλοι ουδε φαγειν ευκαιρουν,και λεγω αυτοσ δευτε συ αυτοσ κατα ιδιοσ εισ ερημοσ τοποσ και αναπαυω ολιγοσ ειμι γαρ ο ερχομαι και ο υπαγω πολυσ και ουδε εσθιω ευκαιρεω,λεγω δευτε ιδιοσ ερημοσ τοποσ αναπαυω ολιγοσ ειμι ερχομαι υπαγω πολυσ ουδε εσθιω ευκαιρεω,C- V- RP D- RP RP P- A- P- A- N- C- V- A- V- C- RA V- C- RA V- A- C- D- V- V-,main_text
Mark,Mark 6:32,6,32,10,5,και απηλθον εν τω πλοιω εισ ερημον τοπον κατα ιδιαν,απηλθον πλοιω ερημον τοπον ιδιαν,και απερχομαι εν ο πλοιον εισ ερημοσ τοποσ κατα ιδιοσ,απερχομαι πλοιον ερημοσ τοποσ ιδιοσ,C- V- P- RA N- P- A- N- P- A-,main_text
Mark,Mark 6:33,6,33,18,10,και ειδον αυτουσ υπαγοντασ και επεγνωσαν πολλοι και πεζη απο πασων των πολεων συνεδραμον εκει και προηλθον αυτουσ,ειδον υπαγοντασ επεγνωσαν πολλοι πεζη πασων πολεων συνεδραμον εκει προηλθον,και οραω αυτοσ υπαγω και επιγινωσκω πολυσ και πεζη απο πασ ο πολισ συντρεχω εκει και προερχομαι αυτοσ,οραω υπαγω επιγινωσκω πολυσ πεζη πασ πολισ συντρεχω εκει προερχομαι,C- V- RP V- C- V- A- C- D- P- A- RA N- V- D- C- V- RP,main_text
Mark,Mark 6:34,6,34,21,13,και εξελθων ειδεν πολυν οχλον και εσπλαγχνισθη επι αυτουσ οτι ησαν ωσ προβατα μη εχοντα ποιμενα και ηρξατο διδασκειν αυτουσ πολλα,εξελθων ειδεν πολυν οχλον εσπλαγχνισθη ησαν προβατα μη εχοντα ποιμενα ηρξατο διδασκειν πολλα,και εξερχομαι οραω πολυσ οχλοσ και σπλαγχνιζομαι επι αυτοσ οτι ειμι ωσ προβατον μη εχω ποιμην και αρχω διδασκω αυτοσ πολυσ,εξερχομαι οραω πολυσ οχλοσ σπλαγχνιζομαι ειμι προβατον μη εχω ποιμην αρχω διδασκω πολυσ,C- V- V- A- N- C- V- P- RP C- V- C- N- D- V- N- C- V- V- RP A-,main_text
Mark,Mark 6:35,6,35,20,13,και ηδη ωρασ πολλησ γενομενησ προσελθοντεσ αυτω οι μαθηται αυτου ελεγον οτι ερημοσ εστιν ο τοποσ και ηδη ωρα πολλη,ηδη ωρασ πολλησ γενομενησ προσελθοντεσ μαθηται ελεγον ερημοσ εστιν τοποσ ηδη ωρα πολλη,και ηδη ωρα πολυσ γινομαι προσερχομαι αυτοσ ο μαθητησ αυτοσ λεγω οτι ερημοσ ειμι ο τοποσ και ηδη ωρα πολυσ,ηδη ωρα πολυσ γινομαι προσερχομαι μαθητησ λεγω ερημοσ ειμι τοποσ ηδη ωρα πολυσ,C- D- N- A- V- V- RP RA N- RP V- C- A- V- RA N- C- D- N- A-,main_text
Mark,Mark 6:36,6,36,14,7,απολυσον αυτουσ ινα απελθοντεσ εισ τουσ κυκλω αγρουσ και κωμασ αγορασωσιν εαυτοισ τι φαγωσιν,απολυσον απελθοντεσ κυκλω αγρουσ κωμασ αγορασωσιν φαγωσιν,απολυω αυτοσ ινα απερχομαι εισ ο κυκλω αγροσ και κωμη αγοραζω εαυτου τισ εσθιω,απολυω απερχομαι κυκλω αγροσ κωμη αγοραζω εσθιω,V- RP C- V- P- RA D- N- C- N- V- RP RI V-,main_text
Mark,Mark 6:37,6,37,21,12,ο δε αποκριθεισ ειπεν αυτοισ δοτε αυτοισ υμεισ φαγειν και λεγουσιν αυτω απελθοντεσ αγορασωμεν δηναριων διακοσιων αρτουσ και δωσομεν αυτοισ φαγειν,αποκριθεισ ειπεν δοτε φαγειν λεγουσιν απελθοντεσ αγορασωμεν δηναριων διακοσιων αρτουσ δωσομεν φαγειν,ο δε αποκρινομαι λεγω αυτοσ διδωμι αυτοσ συ εσθιω και λεγω αυτοσ απερχομαι αγοραζω δηναριον διακοσιοι αρτοσ και διδωμι αυτοσ εσθιω,αποκρινομαι λεγω διδωμι εσθιω λεγω απερχομαι αγοραζω δηναριον διακοσιοι αρτοσ διδωμι εσθιω,RA C- V- V- RP V- RP RP V- C- V- RP V- V- N- A- N- C- V- RP V-,main_text
Mark,Mark 6:38,6,38,16,10,ο δε λεγει αυτοισ ποσουσ εχετε αρτουσ υπαγετε ιδετε και γνοντεσ λεγουσιν πεντε και δυο ιχθυασ,λεγει εχετε αρτουσ υπαγετε ιδετε γνοντεσ λεγουσιν πεντε δυο ιχθυασ,ο δε λεγω αυτοσ ποσοσ εχω αρτοσ υπαγω οραω και γινωσκω λεγω πεντε και δυο ιχθυσ,λεγω εχω αρτοσ υπαγω οραω γινωσκω λεγω πεντε δυο ιχθυσ,RA C- V- RP RI V- N- V- V- C- V- V- A- C- A- N-,main_text
