direction_id,pair,source,target,source_ref,target_ref,score,pair_classes,source_token_count,target_token_count,shared_content_token_count,token_jaccard,max_exact_run_len,max_exact_run,target_inserted_or_source_absent_tokens,source_deleted_or_target_absent_tokens,lemma_replacements_or_substitutions,moved_lemmas,source_text,target_text,directional_reading
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 8:34,Matt 16:24,0.621725,mark_expands;substitution;reordering,14,12,11,0.7333,9,τισ θελει οπισω ελθειν απαρνησασθω εαυτον αρατω σταυρον ακολουθειτω,ιησουσ,αυτοισ;οχλον;προσκαλεσαμενοσ,4,λεγω,"Καὶ προσκαλεσάμενος τὸν ὄχλον σὺν τοῖς μαθηταῖς αὐτοῦ εἶπεν αὐτοῖς· ⸂Εἴ τις⸃ θέλει ὀπίσω μου ⸀ἐλθεῖν, ἀπαρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι.","Τότε ὁ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Εἴ τις θέλει ὀπίσω μου ἐλθεῖν, ἀπαρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 10:33,Matt 20:18,0.787443,mark_expands,16,12,12,0.8571,9,ιδου αναβαινομεν εισ ιεροσολυμα υιοσ ανθρωπου παραδοθησεται τοισ αρχιερευσιν,,εθνεσιν;παραδωσουσιν,0,,"ὅτι Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ ⸀τοῖς γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν","Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ,",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 26:29,Mark 14:25,0.672431,matt_expands;substitution,18,15,12,0.6316,9,γενηματοσ τησ αμπελου εωσ τησ ημερασ εκεινησ οταν πινω,αμην;ουκετι,απ;αρτι;μεθ;πατροσ;τουτου,2,,"λέγω δὲ ⸀ὑμῖν, οὐ μὴ πίω ἀπʼ ἄρτι ἐκ τούτου τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω μεθʼ ὑμῶν καινὸν ἐν τῇ βασιλείᾳ τοῦ πατρός μου.",ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 14:25,Matt 26:29,0.672431,matt_expands;substitution,15,18,12,0.6316,9,γενηματοσ τησ αμπελου εωσ τησ ημερασ εκεινησ οταν πινω,απ;αρτι;μεθ;πατροσ;τουτου,αμην;ουκετι,2,,ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ.,"λέγω δὲ ⸀ὑμῖν, οὐ μὴ πίω ἀπʼ ἄρτι ἐκ τούτου τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω μεθʼ ὑμῶν καινὸν ἐν τῇ βασιλείᾳ τοῦ πατρός μου.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 1:3,Matt 3:3,0.724305,matt_expands,9,15,9,0.6,9,φωνη βοωντοσ ερημω ετοιμασατε οδον ευθειασ ποιειτε τασ τριβουσ,εστιν;ησαιου;λεγοντοσ;ουτοσ;προφητου;ρηθεισ,,0,,"φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ,","οὗτος γάρ ἐστιν ὁ ῥηθεὶς ⸀διὰ Ἠσαΐου τοῦ προφήτου λέγοντος· Φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 21:31,Mark 13:29,0.8569,primary_chain,10,10,9,0.8182,9,ουτωσ υμεισ οταν ιδητε ταυτα γινομενα γινωσκετε εγγυσ εστιν,θυραισ,βασιλεια,,,"οὕτως καὶ ὑμεῖς, ὅταν ἴδητε ταῦτα γινόμενα, γινώσκετε ὅτι ἐγγύς ἐστιν ἡ βασιλεία τοῦ θεοῦ.","οὕτως καὶ ὑμεῖς, ὅταν ⸂ἴδητε ταῦτα⸃ γινόμενα, γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 20:18,Mark 10:33,0.787443,mark_expands,12,16,12,0.8571,9,ιδου αναβαινομεν εισ ιεροσολυμα υιοσ ανθρωπου παραδοθησεται τοισ αρχιερευσιν,εθνεσιν;παραδωσουσιν,,0,,"Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ,","ὅτι Ἰδοὺ ἀναβαίνομεν εἰς Ἱεροσόλυμα, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ ⸀τοῖς γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 1:3,Luke 3:4,0.7358,primary_chain,9,15,9,0.6,9,φωνη βοωντοσ ερημω ετοιμασατε οδον ευθειασ ποιειτε τασ τριβουσ,βιβλω;γεγραπται;ησαιου;λογων;προφητου;ωσ,,,,"φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ,","ὡς γέγραπται ἐν βίβλῳ λόγων Ἠσαΐου τοῦ ⸀προφήτου· Φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 16:24,Mark 8:34,0.621725,mark_expands;substitution;reordering,12,14,11,0.7333,9,τισ θελει οπισω ελθειν απαρνησασθω εαυτον αρατω σταυρον ακολουθειτω,αυτοισ;οχλον;προσκαλεσαμενοσ,ιησουσ,4,λεγω,"Τότε ὁ Ἰησοῦς εἶπεν τοῖς μαθηταῖς αὐτοῦ· Εἴ τις θέλει ὀπίσω μου ἐλθεῖν, ἀπαρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι.","Καὶ προσκαλεσάμενος τὸν ὄχλον σὺν τοῖς μαθηταῖς αὐτοῦ εἶπεν αὐτοῖς· ⸂Εἴ τις⸃ θέλει ὀπίσω μου ⸀ἐλθεῖν, ἀπαρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 3:3,Mark 1:3,0.724305,matt_expands,15,9,9,0.6,9,φωνη βοωντοσ ερημω ετοιμασατε οδον ευθειασ ποιειτε τασ τριβουσ,,εστιν;ησαιου;λεγοντοσ;ουτοσ;προφητου;ρηθεισ,0,,"οὗτος γάρ ἐστιν ὁ ῥηθεὶς ⸀διὰ Ἠσαΐου τοῦ προφήτου λέγοντος· Φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ.","φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ,",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 18:6,Mark 9:42,0.449998,substitution;reordering,19,19,12,0.5,8,οσ σκανδαλιση ενα μικρων τουτων πιστευοντων εισ εμε,βεβληται;εστιν;θαλασσαν;καλον;μαλλον;περικειται,θαλασσησ;καταποντισθη;κρεμασθη;πελαγει;συμφερει;τησ,10,εις,"Ὃς δʼ ἂν σκανδαλίσῃ ἕνα τῶν μικρῶν τούτων τῶν πιστευόντων εἰς ἐμέ, συμφέρει αὐτῷ ἵνα κρεμασθῇ μύλος ὀνικὸς ⸀εἰς τὸν τράχηλον αὐτοῦ καὶ καταποντισθῇ ἐν τῷ πελάγει τῆς θαλάσσης.","Καὶ ὃς ⸀ἂν σκανδαλίσῃ ἕνα τῶν μικρῶν ⸀τούτων τῶν πιστευόντων ⸂εἰς ἐμέ⸃, καλόν ἐστιν αὐτῷ μᾶλλον εἰ περίκειται ⸂μύλος ὀνικὸς⸃ περὶ τὸν τράχηλον αὐτοῦ καὶ βέβληται εἰς τὴν θάλασσαν.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 20:17,Matt 21:42,0.495538,matt_expands;reordering,13,18,10,0.4762,8,λιθον απεδοκιμασαν οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ,ανεγνωτε;γραφαισ;εγενετο;θαυμαστη;ιησουσ;ουδεποτε;οφθαλμοισ;ταισ,γεγραμμενον;εμβλεψασ;τουτο,3,εἰμί;λέγω;οὗτος;αὐτός;γίνομαι;γωνία;εἰς;κεφαλή;λίθος;οἰκοδομέω;ἀποδοκιμάζω;ὁ;ὅς,"ὁ δὲ ἐμβλέψας αὐτοῖς εἶπεν· Τί οὖν ἐστιν τὸ γεγραμμένον τοῦτο· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;","Λέγει αὐτοῖς ὁ Ἰησοῦς· Οὐδέποτε ἀνέγνωτε ἐν ταῖς γραφαῖς· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν;",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 5:13,Luke 8:33,0.4773,primary_chain,18,13,8,0.381,8,εισηλθον εισ τουσ χοιρουσ ωρμησεν αγελη κρημνου εισ,ανθρωπου;απεπνιγη;δαιμονια;λιμνην,ακαθαρτα;αυτοισ;δισχιλιοι;επετρεψεν;επνιγοντο;θαλασσαν;θαλασση;πνευματα;ωσ,,,"καὶ ἐπέτρεψεν ⸀αὐτοῖς. καὶ ἐξελθόντα τὰ πνεύματα τὰ ἀκάθαρτα εἰσῆλθον εἰς τοὺς χοίρους, καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν θάλασσαν, ⸀ὡς δισχίλιοι, καὶ ἐπνίγοντο ἐν τῇ θαλάσσῃ.","ἐξελθόντα δὲ τὰ δαιμόνια ἀπὸ τοῦ ἀνθρώπου εἰσῆλθον εἰς τοὺς χοίρους, καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν λίμνην καὶ ἀπεπνίγη.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 21:42,Luke 20:17,0.495538,matt_expands;reordering,18,13,10,0.4762,8,λιθον απεδοκιμασαν οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ,γεγραμμενον;εμβλεψασ;τουτο,ανεγνωτε;γραφαισ;εγενετο;θαυμαστη;ιησουσ;ουδεποτε;οφθαλμοισ;ταισ,3,εἰμί;λέγω;οὗτος;αὐτός;γίνομαι;γωνία;εἰς;κεφαλή;λίθος;οἰκοδομέω;ἀποδοκιμάζω;ὁ;ὅς,"Λέγει αὐτοῖς ὁ Ἰησοῦς· Οὐδέποτε ἀνέγνωτε ἐν ταῖς γραφαῖς· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν;","ὁ δὲ ἐμβλέψας αὐτοῖς εἶπεν· Τί οὖν ἐστιν τὸ γεγραμμένον τοῦτο· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 8:2,Matt 15:32,0.518682,matt_expands,8,19,8,0.4211,8,σπλαγχνιζομαι οχλον ηδη ημεραι τρεισ προσμενουσιν εχουσιν φαγωσιν,απολυσαι;αυτουσ;εκλυθωσιν;θελω;ιησουσ;μαθητασ;μηποτε;νηστεισ;οδω;προσκαλεσαμενοσ;τουσ,,0,,Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν·,"Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 24:32,Mark 13:28,0.77801,mark_expands;reordering,15,16,15,0.9375,8,τησ συκησ μαθετε παραβολην οταν ηδη κλαδοσ αυτησ,εστιν,,0,γινομαι;εκφυω,"Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ἤδη ὁ κλάδος αὐτῆς γένηται ἁπαλὸς καὶ τὰ φύλλα ἐκφύῃ, γινώσκετε ὅτι ἐγγὺς τὸ θέρος·","Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ⸂ἤδη ὁ κλάδος αὐτῆς⸃ ἁπαλὸς γένηται καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 20:8,Mark 11:33,0.7875,primary_chain,8,12,8,0.6667,8,ιησουσ αυτοισ ουδε λεγω ποια εξουσια ταυτα ποιω,αποκριθεντεσ;ιησου;λεγουσιν;οιδαμεν,,,,καὶ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.,καὶ ἀποκριθέντες ⸂τῷ Ἰησοῦ λέγουσιν⸃· Οὐκ οἴδαμεν. καὶ ὁ ⸀Ἰησοῦς λέγει αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 4:34,Mark 1:24,0.9274,primary_chain,9,8,8,0.8889,8,ιησου ναζαρηνε ηλθεσ απολεσαι ημασ οιδα τισ αγιοσ,,εα,,,"⸀Ἔα, τί ἡμῖν καὶ σοί, Ἰησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδά σε τίς εἶ, ὁ ἅγιος τοῦ θεοῦ.","λέγων· ⸀Τί ἡμῖν καὶ σοί, Ἰησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδά σε τίς εἶ, ὁ ἅγιος τοῦ θεοῦ.",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 14:14,Luke 22:11,0.6555,primary_chain,12,12,9,0.6429,8,διδασκαλοσ που εστιν καταλυμα οπου πασχα μαθητων φαγω,ερειτε;οικιασ;τησ,ειπατε;εισελθη,,,καὶ ὅπου ⸀ἐὰν εἰσέλθῃ εἴπατε τῷ οἰκοδεσπότῃ ὅτι Ὁ διδάσκαλος λέγει· Ποῦ ἐστιν τὸ κατάλυμά ⸀μου ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;,καὶ ἐρεῖτε τῷ οἰκοδεσπότῃ τῆς οἰκίας· Λέγει σοι ὁ διδάσκαλος· Ποῦ ἐστιν τὸ κατάλυμα ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 11:28,Matt 21:23,0.381257,matt_expands;reordering,12,18,9,0.45,8,ποια εξουσια ταυτα ποιεισ τισ εδωκεν εξουσιαν ταυτην,αρχιερεισ;διδασκοντι;εισ;ελθοντοσ;ιερον;λαου;λεγοντεσ;πρεσβυτεροι;προσηλθον,ελεγον;ποιησ,1,αυτος,καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς;,Καὶ ⸂ἐλθόντος αὐτοῦ⸃ εἰς τὸ ἱερὸν προσῆλθον αὐτῷ διδάσκοντι οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ λέγοντες· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; καὶ τίς σοι ἔδωκεν τὴν ἐξουσίαν ταύτην;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 22:11,Mark 14:14,0.6555,primary_chain,12,12,9,0.6429,8,διδασκαλοσ που εστιν καταλυμα οπου πασχα μαθητων φαγω,ειπατε;εισελθη,ερειτε;οικιασ;τησ,,,καὶ ἐρεῖτε τῷ οἰκοδεσπότῃ τῆς οἰκίας· Λέγει σοι ὁ διδάσκαλος· Ποῦ ἐστιν τὸ κατάλυμα ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;,καὶ ὅπου ⸀ἐὰν εἰσέλθῃ εἴπατε τῷ οἰκοδεσπότῃ ὅτι Ὁ διδάσκαλος λέγει· Ποῦ ἐστιν τὸ κατάλυμά ⸀μου ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 21:42,Mark 12:10,0.49023,matt_expands;substitution;reordering,18,12,9,0.4286,8,λιθον απεδοκιμασαν οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ,γραφην;ουδε;ταυτην,αυτοισ;γραφαισ;εγενετο;εστιν;θαυμαστη;ιησουσ;ουδεποτε;οφθαλμοισ;ταισ,7,αναγινωσκω;ουτος,"Λέγει αὐτοῖς ὁ Ἰησοῦς· Οὐδέποτε ἀνέγνωτε ἐν ταῖς γραφαῖς· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν;","οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_mark,Mark↔Luke,Mark,Luke,Mark 15:33,Luke 23:44,0.6525,primary_chain,11,12,8,0.5714,8,σκοτοσ εγενετο εφ ολην γην εωσ ωρασ ενατησ,εκτη;ηδη;ωρα;ωσει,γενομενησ;εκτησ,,,⸂Καὶ γενομένης⸃ ὥρας ἕκτης σκότος ἐγένετο ἐφʼ ὅλην τὴν γῆν ἕως ὥρας ἐνάτης.,⸂Καὶ ἦν⸃ ⸀ἤδη ὡσεὶ ὥρα ἕκτη καὶ σκότος ἐγένετο ἐφʼ ὅλην τὴν γῆν ἕως ὥρας ἐνάτης,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_luke,Mark↔Luke,Luke,Mark,Luke 20:17,Mark 12:10,0.5587,primary_chain,13,12,8,0.4706,8,λιθον απεδοκιμασαν οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ,ανεγνωτε;γραφην;ουδε;ταυτην,αυτοισ;γεγραμμενον;εμβλεψασ;εστιν;τουτο,,,"ὁ δὲ ἐμβλέψας αὐτοῖς εἶπεν· Τί οὖν ἐστιν τὸ γεγραμμένον τοῦτο· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;","οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
luke_used_matthew,Matthew↔Luke,Matthew,Luke,Matt 11:7,Luke 7:24,0.758118,partial_overlap,15,16,10,0.5,8,ιωαννου εξηλθατε εισ ερημον θεασασθαι καλαμον ανεμου σαλευομενον,αγγελων;απελθοντων;οχλουσ;προσ;τουσ,ιησουσ;οχλοισ;πορευομενων;τοισ;τουτων,2,Ἰωάννης;ἄρχω;ὁ,Τούτων δὲ πορευομένων ἤρξατο ὁ Ἰησοῦς λέγειν τοῖς ὄχλοις περὶ Ἰωάννου· Τί ἐξήλθατε εἰς τὴν ἔρημον θεάσασθαι; κάλαμον ὑπὸ ἀνέμου σαλευόμενον;,Ἀπελθόντων δὲ τῶν ἀγγέλων Ἰωάννου ἤρξατο λέγειν ⸂πρὸς τοὺς ὄχλους⸃ περὶ Ἰωάννου· Τί ⸀ἐξήλθατε εἰς τὴν ἔρημον θεάσασθαι; κάλαμον ὑπὸ ἀνέμου σαλευόμενον;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_luke,Matthew↔Luke,Luke,Matthew,Luke 7:24,Matt 11:7,0.758118,partial_overlap,16,15,10,0.5,8,ιωαννου εξηλθατε εισ ερημον θεασασθαι καλαμον ανεμου σαλευομενον,ιησουσ;οχλοισ;πορευομενων;τοισ;τουτων,αγγελων;απελθοντων;οχλουσ;προσ;τουσ,2,Ἰωάννης;ἄρχω;ὁ,Ἀπελθόντων δὲ τῶν ἀγγέλων Ἰωάννου ἤρξατο λέγειν ⸂πρὸς τοὺς ὄχλους⸃ περὶ Ἰωάννου· Τί ⸀ἐξήλθατε εἰς τὴν ἔρημον θεάσασθαι; κάλαμον ὑπὸ ἀνέμου σαλευόμενον;,Τούτων δὲ πορευομένων ἤρξατο ὁ Ἰησοῦς λέγειν τοῖς ὄχλοις περὶ Ἰωάννου· Τί ἐξήλθατε εἰς τὴν ἔρημον θεάσασθαι; κάλαμον ὑπὸ ἀνέμου σαλευόμενον;,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
mark_used_matthew,Mark↔Matthew,Matthew,Mark,Matt 15:32,Mark 8:2,0.518682,matt_expands,19,8,8,0.4211,8,σπλαγχνιζομαι οχλον ηδη ημεραι τρεισ προσμενουσιν εχουσιν φαγωσιν,,απολυσαι;αυτουσ;εκλυθωσιν;θελω;ιησουσ;μαθητασ;μηποτε;νηστεισ;οδω;προσκαλεσαμενοσ;τουσ,0,,"Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ.",Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν·,Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
matthew_used_mark,Mark↔Matthew,Mark,Matthew,Mark 7:10,Matt 15:4,0.809514,mark_expands,9,9,6,0.75,8,τιμα πατερα μητερα κακολογων πατερα μητερα θανατω τελευτατω,θεοσ,μωυσησ,1,,"Μωϋσῆς γὰρ εἶπεν· Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·","ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·",Target changes source via insertion/deletion/substitution under this hypothesis; high differences are transformation burden.
