rank_in_chain,mark_idx,matt_idx,mark_ref,matt_ref,score,lemma_dice,token_dice,bigram_dice,trigram_dice,lcs_len,lcs_ratio,content_dice,mark_variant_note_count,matt_variant_note_count,mark_bracketed,matt_bracketed,mark_text,matt_text
91,226,467,Mark 6:35,Matt 14:15,0.431582,0.503894,0.458333,0.26087,0.181818,5,0.25,0.4973,1,0,False,False,"Καὶ ἤδη ὥρας πολλῆς γενομένης προσελθόντες αὐτῷ οἱ μαθηταὶ αὐτοῦ ⸀ἔλεγον ὅτι Ἔρημός ἐστιν ὁ τόπος, καὶ ἤδη ὥρα πολλή·","ὀψίας δὲ γενομένης προσῆλθον αὐτῷ οἱ ⸀μαθηταὶ λέγοντες· Ἔρημός ἐστιν ὁ τόπος καὶ ἡ ὥρα ἤδη παρῆλθεν· ἀπόλυσον τοὺς ὄχλους, ἵνα ἀπελθόντες εἰς τὰς κώμας ἀγοράσωσιν ἑαυτοῖς βρώματα."
92,228,468,Mark 6:37,Matt 14:16,0.403714,0.438901,0.470588,0.3125,0.133333,4,0.307692,0.395388,1,0,False,False,ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Δότε αὐτοῖς ὑμεῖς φαγεῖν. καὶ λέγουσιν αὐτῷ· Ἀπελθόντες ἀγοράσωμεν δηναρίων διακοσίων ἄρτους καὶ ⸀δώσομεν αὐτοῖς φαγεῖν;,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Οὐ χρείαν ἔχουσιν ἀπελθεῖν· δότε αὐτοῖς ὑμεῖς φαγεῖν.
93,229,469,Mark 6:38,Matt 14:17,0.443758,0.637635,0.466667,0.142857,0.076923,3,0.214286,0.684914,2,0,False,False,"ὁ δὲ λέγει αὐτοῖς· Πόσους ⸂ἔχετε ἄρτους⸃; ⸀ὑπάγετε ἴδετε. καὶ γνόντες λέγουσιν· Πέντε, καὶ δύο ἰχθύας.",οἱ δὲ λέγουσιν αὐτῷ· Οὐκ ἔχομεν ὧδε εἰ μὴ πέντε ἄρτους καὶ δύο ἰχθύας.
94,232,471,Mark 6:41,Matt 14:19,0.545092,0.596016,0.615385,0.47619,0.393443,14,0.4375,0.576845,2,0,False,False,"καὶ λαβὼν τοὺς πέντε ἄρτους καὶ τοὺς δύο ἰχθύας ἀναβλέψας εἰς τὸν οὐρανὸν εὐλόγησεν καὶ κατέκλασεν τοὺς ἄρτους καὶ ἐδίδου τοῖς μαθηταῖς ⸀αὐτοῦ ἵνα ⸀παρατιθῶσιν αὐτοῖς, καὶ τοὺς δύο ἰχθύας ἐμέρισεν πᾶσιν.","καὶ κελεύσας τοὺς ὄχλους ἀνακλιθῆναι ἐπὶ ⸂τοῦ χόρτου⸃, λαβὼν τοὺς πέντε ἄρτους καὶ τοὺς δύο ἰχθύας, ἀναβλέψας εἰς τὸν οὐρανὸν εὐλόγησεν καὶ κλάσας ἔδωκεν τοῖς μαθηταῖς τοὺς ἄρτους οἱ δὲ μαθηταὶ τοῖς ὄχλοις."
95,233,472,Mark 6:42,Matt 14:20,0.526663,0.455457,0.526316,0.470588,0.4,5,1.0,0.435999,0,0,False,False,καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν·,"καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ἦραν τὸ περισσεῦον τῶν κλασμάτων δώδεκα κοφίνους πλήρεις."
96,235,473,Mark 6:44,Matt 14:21,0.438372,0.585849,0.526316,0.0,0.0,1,0.125,0.552088,1,0,False,False,καὶ ἦσαν οἱ φαγόντες ⸂τοὺς ἄρτους⸃ πεντακισχίλιοι ἄνδρες.,οἱ δὲ ἐσθίοντες ἦσαν ἄνδρες ὡσεὶ πεντακισχίλιοι χωρὶς γυναικῶν καὶ παιδίων.
97,236,474,Mark 6:45,Matt 14:22,0.563133,0.813283,0.634146,0.358974,0.162162,3,0.157895,0.803367,3,0,False,False,"Καὶ ⸀εὐθὺς ἠνάγκασεν τοὺς μαθητὰς αὐτοῦ ἐμβῆναι εἰς τὸ πλοῖον καὶ προάγειν ⸂εἰς τὸ πέραν⸃ πρὸς Βηθσαϊδάν, ἕως αὐτὸς ⸀ἀπολύει τὸν ὄχλον.","Καὶ εὐθέως ⸀ἠνάγκασεν τοὺς μαθητὰς ἐμβῆναι ⸀εἰς πλοῖον καὶ προάγειν αὐτὸν εἰς τὸ πέραν, ἕως οὗ ἀπολύσῃ τοὺς ὄχλους."
98,237,475,Mark 6:46,Matt 14:23,0.365908,0.324817,0.4,0.173913,0.095238,3,0.375,0.324508,0,0,False,False,καὶ ἀποταξάμενος αὐτοῖς ἀπῆλθεν εἰς τὸ ὄρος προσεύξασθαι.,καὶ ἀπολύσας τοὺς ὄχλους ἀνέβη εἰς τὸ ὄρος κατʼ ἰδίαν προσεύξασθαι. ὀψίας δὲ γενομένης μόνος ἦν ἐκεῖ.
99,239,477,Mark 6:48,Matt 14:25,0.45538,0.572714,0.292683,0.205128,0.108108,4,0.333333,0.623833,2,0,False,False,"καὶ ⸀ἰδὼν αὐτοὺς βασανιζομένους ἐν τῷ ἐλαύνειν, ἦν γὰρ ὁ ἄνεμος ἐναντίος ⸀αὐτοῖς, περὶ τετάρτην φυλακὴν τῆς νυκτὸς ἔρχεται πρὸς αὐτοὺς περιπατῶν ἐπὶ τῆς θαλάσσης· καὶ ἤθελεν παρελθεῖν αὐτούς.",τετάρτῃ δὲ φυλακῇ τῆς νυκτὸς ⸀ἦλθεν πρὸς ⸀αὐτοὺς περιπατῶν ἐπὶ ⸂τὴν θάλασσαν⸃.
100,240,478,Mark 6:49,Matt 14:26,0.597038,0.636609,0.727273,0.580645,0.413793,6,0.428571,0.580411,2,0,False,False,"οἱ δὲ ἰδόντες αὐτὸν ⸂ἐπὶ τῆς θαλάσσης περιπατοῦντα⸃ ἔδοξαν ⸂ὅτι φάντασμά ἐστιν⸃ καὶ ἀνέκραξαν,","⸂οἱ δὲ μαθηταὶ ἰδόντες αὐτὸν⸃ ἐπὶ ⸂τῆς θαλάσσης⸃ περιπατοῦντα ἐταράχθησαν λέγοντες ὅτι Φάντασμά ἐστιν, καὶ ἀπὸ τοῦ φόβου ἔκραξαν."
101,241,479,Mark 6:50,Matt 14:27,0.570603,0.710211,0.625,0.266667,0.214286,5,0.416667,0.674922,1,0,False,False,"πάντες γὰρ αὐτὸν εἶδον καὶ ἐταράχθησαν. ⸂ὁ δὲ εὐθὺς⸃ ἐλάλησεν μετʼ αὐτῶν, καὶ λέγει αὐτοῖς· Θαρσεῖτε, ἐγώ εἰμι, μὴ φοβεῖσθε.","⸀εὐθὺς δὲ ἐλάλησεν ⸂αὐτοῖς ὁ Ἰησοῦς⸃ λέγων· Θαρσεῖτε, ἐγώ εἰμι· μὴ φοβεῖσθε."
102,242,484,Mark 6:51,Matt 14:32,0.431363,0.624117,0.518519,0.32,0.173913,3,0.333333,0.658821,2,0,False,False,"καὶ ἀνέβη πρὸς αὐτοὺς εἰς τὸ πλοῖον, καὶ ἐκόπασεν ὁ ἄνεμος. καὶ λίαν ⸂ἐκ περισσοῦ⸃ ἐν ἑαυτοῖς ⸀ἐξίσταντο,",καὶ ⸀ἀναβάντων αὐτῶν εἰς τὸ πλοῖον ἐκόπασεν ὁ ἄνεμος.
103,244,486,Mark 6:53,Matt 14:34,0.618346,0.868398,0.888889,0.5,0.142857,3,0.375,0.876464,1,0,False,False,Καὶ διαπεράσαντες ⸂ἐπὶ τὴν γῆν ἦλθον εἰς⸃ Γεννησαρὲτ καὶ προσωρμίσθησαν.,Καὶ διαπεράσαντες ἦλθον ⸂ἐπὶ τὴν γῆν εἰς⸃ Γεννησαρέτ.
104,246,487,Mark 6:55,Matt 14:35,0.306951,0.31583,0.358974,0.216216,0.057143,3,0.166667,0.286035,2,0,False,False,⸂περιέδραμον ὅλην τὴν χώραν ἐκείνην καὶ⸃ ἤρξαντο ἐπὶ τοῖς κραβάττοις τοὺς κακῶς ἔχοντας περιφέρειν ὅπου ἤκουον ⸀ὅτι ἐστίν.,"καὶ ἐπιγνόντες αὐτὸν οἱ ἄνδρες τοῦ τόπου ἐκείνου ἀπέστειλαν εἰς ὅλην τὴν περίχωρον ἐκείνην, καὶ προσήνεγκαν αὐτῷ πάντας τοὺς κακῶς ἔχοντας,"
105,247,488,Mark 6:56,Matt 14:36,0.422896,0.466833,0.52,0.333333,0.217391,5,0.333333,0.502258,3,0,False,False,"καὶ ὅπου ἂν εἰσεπορεύετο εἰς κώμας ἢ ⸂εἰς πόλεις ἢ εἰς⸃ ἀγροὺς ἐν ταῖς ἀγοραῖς ⸀ἐτίθεσαν τοὺς ἀσθενοῦντας, καὶ παρεκάλουν αὐτὸν ἵνα κἂν τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ ἅψωνται· καὶ ὅσοι ἂν ⸀ἥψαντο αὐτοῦ ἐσῴζοντο.",καὶ παρεκάλουν αὐτὸν ἵνα μόνον ἅψωνται τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ· καὶ ὅσοι ἥψαντο διεσώθησαν.
106,248,489,Mark 7:1,Matt 15:1,0.397298,0.560355,0.347826,0.190476,0.0,2,0.2,0.496339,0,0,False,False,Καὶ συνάγονται πρὸς αὐτὸν οἱ Φαρισαῖοι καί τινες τῶν γραμματέων ἐλθόντες ἀπὸ Ἱεροσολύμων,Τότε προσέρχονται τῷ ⸀Ἰησοῦ ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες
107,252,490,Mark 7:5,Matt 15:2,0.415358,0.602358,0.488889,0.27907,0.146341,4,0.210526,0.594841,3,0,False,False,"⸀καὶ ἐπερωτῶσιν αὐτὸν οἱ Φαρισαῖοι καὶ οἱ γραμματεῖς· Διὰ τί ⸂οὐ περιπατοῦσιν οἱ μαθηταί σου⸃ κατὰ τὴν παράδοσιν τῶν πρεσβυτέρων, ἀλλὰ ⸀κοιναῖς χερσὶν ἐσθίουσιν τὸν ἄρτον;",Διὰ τί οἱ μαθηταί σου παραβαίνουσιν τὴν παράδοσιν τῶν πρεσβυτέρων; οὐ γὰρ νίπτονται τὰς χεῖρας ⸀αὐτῶν ὅταν ἄρτον ἐσθίωσιν.
108,256,491,Mark 7:9,Matt 15:3,0.517887,0.507036,0.5625,0.333333,0.214286,4,0.285714,0.505465,1,0,False,False,"Καὶ ἔλεγεν αὐτοῖς· Καλῶς ἀθετεῖτε τὴν ἐντολὴν τοῦ θεοῦ, ἵνα τὴν παράδοσιν ὑμῶν ⸀τηρήσητε·",ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν;
109,257,492,Mark 7:10,Matt 15:4,0.77559,0.88218,0.864865,0.685714,0.545455,8,0.444444,0.903462,0,0,False,False,"Μωϋσῆς γὰρ εἶπεν· Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·","ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω·"
110,258,493,Mark 7:11,Matt 15:5,0.740814,0.829288,0.810811,0.628571,0.484848,6,0.352941,0.851672,0,0,False,False,"ὑμεῖς δὲ λέγετε· Ἐὰν εἴπῃ ἄνθρωπος τῷ πατρὶ ἢ τῇ μητρί· Κορβᾶν, ὅ ἐστιν Δῶρον, ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,","ὑμεῖς δὲ λέγετε· Ὃς ἂν εἴπῃ τῷ πατρὶ ἢ τῇ μητρί· Δῶρον ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,"
111,260,494,Mark 7:13,Matt 15:6,0.390355,0.527875,0.387097,0.206897,0.148148,4,0.266667,0.518089,0,0,False,False,ἀκυροῦντες τὸν λόγον τοῦ θεοῦ τῇ παραδόσει ὑμῶν ᾗ παρεδώκατε· καὶ παρόμοια τοιαῦτα πολλὰ ποιεῖτε.,⸀οὐ μὴ ⸀τιμήσει τὸν πατέρα ⸀αὐτοῦ· καὶ ἠκυρώσατε ⸂τὸν λόγον⸃ τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν.
112,261,498,Mark 7:14,Matt 15:10,0.535501,0.832098,0.571429,0.210526,0.0,2,0.222222,0.851619,3,0,False,False,Καὶ προσκαλεσάμενος ⸀πάλιν τὸν ὄχλον ἔλεγεν αὐτοῖς· ⸀Ἀκούσατέ μου πάντες καὶ ⸀σύνετε.,Καὶ προσκαλεσάμενος τὸν ὄχλον εἶπεν αὐτοῖς· Ἀκούετε καὶ συνίετε·
113,262,499,Mark 7:15,Matt 15:11,0.405394,0.577718,0.285714,0.1,0.0,2,0.105263,0.519835,3,0,False,False,οὐδέν ἐστιν ἔξωθεν τοῦ ἀνθρώπου εἰσπορευόμενον εἰς αὐτὸν ὃ δύναται ⸂κοινῶσαι αὐτόν⸃· ἀλλὰ τὰ ⸂ἐκ τοῦ ἀνθρώπου ἐκπορευόμενά⸃ ἐστιν τὰ κοινοῦντα τὸν ⸀ἄνθρωπον.,"οὐ τὸ εἰσερχόμενον εἰς τὸ στόμα κοινοῖ τὸν ἄνθρωπον, ἀλλὰ τὸ ἐκπορευόμενον ἐκ τοῦ στόματος τοῦτο κοινοῖ τὸν ἄνθρωπον."
114,264,504,Mark 7:18,Matt 15:16,0.324143,0.329099,0.266667,0.214286,0.153846,4,0.5,0.25478,0,0,False,False,"καὶ λέγει αὐτοῖς· Οὕτως καὶ ὑμεῖς ἀσύνετοί ἐστε; οὐ νοεῖτε ὅτι πᾶν τὸ ἔξωθεν εἰσπορευόμενον εἰς τὸν ἄνθρωπον οὐ δύναται αὐτὸν κοινῶσαι,",ὁ ⸀δὲ εἶπεν· Ἀκμὴν καὶ ὑμεῖς ἀσύνετοί ἐστε;
115,265,505,Mark 7:19,Matt 15:17,0.424443,0.601572,0.432432,0.171429,0.060606,3,0.176471,0.55472,1,0,False,False,"ὅτι οὐκ εἰσπορεύεται αὐτοῦ εἰς τὴν καρδίαν ἀλλʼ εἰς τὴν κοιλίαν, καὶ εἰς τὸν ἀφεδρῶνα ἐκπορεύεται;— ⸀καθαρίζων πάντα τὰ βρώματα.",⸀οὐ νοεῖτε ὅτι πᾶν τὸ εἰσπορευόμενον εἰς τὸ στόμα εἰς τὴν κοιλίαν χωρεῖ καὶ εἰς ἀφεδρῶνα ἐκβάλλεται;
116,266,506,Mark 7:20,Matt 15:18,0.429742,0.556116,0.461538,0.25,0.090909,3,0.25,0.496093,0,0,False,False,ἔλεγεν δὲ ὅτι Τὸ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενον ἐκεῖνο κοινοῖ τὸν ἄνθρωπον·,"τὰ δὲ ἐκπορευόμενα ἐκ τοῦ στόματος ἐκ τῆς καρδίας ἐξέρχεται, κἀκεῖνα κοινοῖ τὸν ἄνθρωπον."
117,267,507,Mark 7:21,Matt 15:19,0.437433,0.598525,0.571429,0.153846,0.0,2,0.153846,0.561908,1,0,False,False,"ἔσωθεν γὰρ ἐκ τῆς καρδίας τῶν ἀνθρώπων οἱ διαλογισμοὶ οἱ κακοὶ ἐκπορεύονται, ⸂πορνεῖαι, κλοπαί, φόνοι,","ἐκ γὰρ τῆς καρδίας ἐξέρχονται διαλογισμοὶ πονηροί, φόνοι, μοιχεῖαι, πορνεῖαι, κλοπαί, ψευδομαρτυρίαι, βλασφημίαι."
118,269,508,Mark 7:23,Matt 15:20,0.298758,0.343982,0.4,0.173913,0.095238,3,0.3,0.355154,0,0,False,False,πάντα ταῦτα τὰ πονηρὰ ἔσωθεν ἐκπορεύεται καὶ κοινοῖ τὸν ἄνθρωπον.,"ταῦτά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον, τὸ δὲ ἀνίπτοις χερσὶν φαγεῖν οὐ κοινοῖ τὸν ἄνθρωπον."
119,270,509,Mark 7:24,Matt 15:21,0.266724,0.298881,0.387097,0.137931,0.0,2,0.166667,0.267011,3,0,False,False,"⸂Ἐκεῖθεν δὲ⸃ ἀναστὰς ἀπῆλθεν εἰς τὰ ⸀ὅρια ⸀Τύρου. καὶ εἰσελθὼν εἰς οἰκίαν οὐδένα ἤθελεν γνῶναι, καὶ οὐκ ἠδυνήθη λαθεῖν·",Καὶ ἐξελθὼν ἐκεῖθεν ὁ Ἰησοῦς ἀνεχώρησεν εἰς τὰ μέρη Τύρου καὶ Σιδῶνος.
120,273,514,Mark 7:27,Matt 15:26,0.570525,0.727908,0.594595,0.342857,0.242424,6,0.375,0.715502,3,0,False,False,"⸂καὶ ἔλεγεν⸃ αὐτῇ· Ἄφες πρῶτον χορτασθῆναι τὰ τέκνα, οὐ γὰρ ⸂καλόν ἐστιν⸃ λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ ⸂τοῖς κυναρίοις βαλεῖν⸃.",ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἔστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ βαλεῖν τοῖς κυναρίοις.
121,274,515,Mark 7:28,Matt 15:27,0.549157,0.692327,0.6,0.368421,0.111111,4,0.210526,0.678642,3,0,False,False,"ἡ δὲ ἀπεκρίθη καὶ λέγει αὐτῷ· ⸀Κύριε, ⸀καὶ τὰ κυνάρια ὑποκάτω τῆς τραπέζης ⸀ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων.","ἡ δὲ εἶπεν· Ναί, κύριε, καὶ γὰρ τὰ κυνάρια ἐσθίει ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τῶν κυρίων αὐτῶν."
122,275,516,Mark 7:29,Matt 15:28,0.25592,0.247896,0.25,0.052632,0.0,2,0.133333,0.179518,1,0,False,False,"καὶ εἶπεν αὐτῇ· Διὰ τοῦτον τὸν λόγον ὕπαγε, ἐξελήλυθεν ⸂ἐκ τῆς θυγατρός σου τὸ δαιμόνιον⸃.","τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· Ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις. καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης."
123,285,520,Mark 8:2,Matt 15:32,0.59189,0.646832,0.612245,0.595745,0.577778,15,1.0,0.647403,0,0,False,False,Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν·,"Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ."
124,287,521,Mark 8:4,Matt 15:33,0.412787,0.523374,0.387097,0.137931,0.074074,3,0.2,0.542118,1,0,False,False,καὶ ἀπεκρίθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ ⸀ὅτι Πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπʼ ἐρημίας;,καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον;
125,288,522,Mark 8:5,Matt 15:34,0.509976,0.670406,0.64,0.26087,0.190476,4,0.4,0.651384,1,0,False,False,καὶ ⸀ἠρώτα αὐτούς· Πόσους ἔχετε ἄρτους; οἱ δὲ εἶπαν· Ἑπτά.,"καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια."
126,289,524,Mark 8:6,Matt 15:36,0.47424,0.630781,0.488889,0.325581,0.243902,6,0.315789,0.594201,2,0,False,False,καὶ ⸀παραγγέλλει τῷ ὄχλῳ ἀναπεσεῖν ἐπὶ τῆς γῆς· καὶ λαβὼν τοὺς ἑπτὰ ἄρτους εὐχαριστήσας ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα ⸀παρατιθῶσιν καὶ παρέθηκαν τῷ ὄχλῳ.,⸀ἔλαβεν τοὺς ἑπτὰ ἄρτους καὶ τοὺς ἰχθύας ⸀καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀ἐδίδου τοῖς ⸀μαθηταῖς οἱ δὲ μαθηταὶ ⸂τοῖς ὄχλοις⸃.
127,291,525,Mark 8:8,Matt 15:37,0.540279,0.746622,0.75,0.363636,0.1,3,0.3,0.742885,1,0,False,False,"⸂καὶ ἔφαγον⸃ καὶ ἐχορτάσθησαν, καὶ ἦραν περισσεύματα κλασμάτων ἑπτὰ σπυρίδας.","καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ⸂τὸ περισσεῦον τῶν κλασμάτων ἦραν⸃ ἑπτὰ σπυρίδας πλήρεις."
128,292,526,Mark 8:9,Matt 15:38,0.346848,0.392361,0.470588,0.0,0.0,1,0.142857,0.264356,1,0,False,False,ἦσαν ⸀δὲ ὡς τετρακισχίλιοι. καὶ ἀπέλυσεν αὐτούς.,οἱ δὲ ἐσθίοντες ἦσαν τετρακισχίλιοι ἄνδρες χωρὶς γυναικῶν καὶ παιδίων.
129,293,527,Mark 8:10,Matt 15:39,0.402915,0.478491,0.482759,0.296296,0.16,3,0.214286,0.431143,1,0,False,False,καὶ ⸀εὐθὺς ἐμβὰς εἰς τὸ πλοῖον μετὰ τῶν μαθητῶν αὐτοῦ ἦλθεν εἰς τὰ μέρη Δαλμανουθά.,"καὶ ἀπολύσας τοὺς ὄχλους ἐνέβη εἰς τὸ πλοῖον, καὶ ἦλθεν εἰς τὰ ὅρια ⸀Μαγαδάν."
130,294,528,Mark 8:11,Matt 16:1,0.408041,0.499383,0.5625,0.2,0.071429,3,0.2,0.511752,0,0,False,False,"Καὶ ἐξῆλθον οἱ Φαρισαῖοι καὶ ἤρξαντο συζητεῖν αὐτῷ, ζητοῦντες παρʼ αὐτοῦ σημεῖον ἀπὸ τοῦ οὐρανοῦ, πειράζοντες αὐτόν.",Καὶ προσελθόντες οἱ Φαρισαῖοι καὶ Σαδδουκαῖοι πειράζοντες ἐπηρώτησαν αὐτὸν σημεῖον ἐκ τοῦ οὐρανοῦ ἐπιδεῖξαι αὐτοῖς.
131,295,531,Mark 8:12,Matt 16:4,0.261272,0.369633,0.341463,0.0,0.0,1,0.05,0.345525,2,0,False,False,"καὶ ἀναστενάξας τῷ πνεύματι αὐτοῦ λέγει· Τί ἡ γενεὰ αὕτη ⸂ζητεῖ σημεῖον⸃; ἀμὴν λέγω ⸀ὑμῖν, εἰ δοθήσεται τῇ γενεᾷ ταύτῃ σημεῖον.","Γενεὰ πονηρὰ καὶ μοιχαλὶς σημεῖον ἐπιζητεῖ, καὶ σημεῖον οὐ δοθήσεται αὐτῇ εἰ μὴ τὸ σημεῖον ⸀Ἰωνᾶ. καὶ καταλιπὼν αὐτοὺς ἀπῆλθεν."
132,297,532,Mark 8:14,Matt 16:5,0.342463,0.46235,0.307692,0.0,0.0,1,0.1,0.52292,0,0,False,False,"Καὶ ἐπελάθοντο λαβεῖν ἄρτους, καὶ εἰ μὴ ἕνα ἄρτον οὐκ εἶχον μεθʼ ἑαυτῶν ἐν τῷ πλοίῳ.",Καὶ ἐλθόντες οἱ ⸀μαθηταὶ εἰς τὸ πέραν ἐπελάθοντο ἄρτους λαβεῖν.
133,298,533,Mark 8:15,Matt 16:6,0.485528,0.573397,0.6,0.357143,0.307692,6,0.4,0.4839,0,0,False,False,"καὶ διεστέλλετο αὐτοῖς λέγων· Ὁρᾶτε, βλέπετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ τῆς ζύμης Ἡρῴδου.",ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· Ὁρᾶτε καὶ προσέχετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ Σαδδουκαίων.
134,299,534,Mark 8:16,Matt 16:7,0.436568,0.514746,0.444444,0.25,0.142857,3,0.375,0.472068,2,0,False,False,καὶ διελογίζοντο πρὸς ⸀ἀλλήλους ὅτι ἄρτους οὐκ ⸀ἔχουσιν.,οἱ δὲ διελογίζοντο ἐν ἑαυτοῖς λέγοντες ὅτι Ἄρτους οὐκ ἐλάβομεν.
135,300,535,Mark 8:17,Matt 16:8,0.356375,0.438166,0.363636,0.193548,0.068966,3,0.214286,0.419059,2,0,False,False,καὶ ⸀γνοὺς λέγει αὐτοῖς· Τί διαλογίζεσθε ὅτι ἄρτους οὐκ ἔχετε; οὔπω νοεῖτε οὐδὲ συνίετε; ⸀πεπωρωμένην ἔχετε τὴν καρδίαν ὑμῶν;,"γνοὺς δὲ ὁ Ἰησοῦς ⸀εἶπεν· Τί διαλογίζεσθε ἐν ἑαυτοῖς, ὀλιγόπιστοι, ὅτι ἄρτους οὐκ ⸀ἐλάβετε;"
136,302,536,Mark 8:19,Matt 16:9,0.360894,0.476265,0.344828,0.222222,0.08,3,0.230769,0.481423,1,0,False,False,"ὅτε τοὺς πέντε ἄρτους ἔκλασα εἰς τοὺς πεντακισχιλίους, πόσους κοφίνους ⸂κλασμάτων πλήρεις⸃ ἤρατε; λέγουσιν αὐτῷ· Δώδεκα.","οὔπω νοεῖτε, οὐδὲ μνημονεύετε τοὺς πέντε ἄρτους τῶν πεντακισχιλίων καὶ πόσους κοφίνους ἐλάβετε;"
137,303,537,Mark 8:20,Matt 16:10,0.346859,0.532908,0.230769,0.083333,0.0,2,0.2,0.533128,2,0,False,False,"ὅτε ⸀καὶ τοὺς ἑπτὰ εἰς τοὺς τετρακισχιλίους, πόσων σπυρίδων πληρώματα κλασμάτων ἤρατε; ⸂καὶ λέγουσιν αὐτῷ⸃· Ἑπτά.",οὐδὲ τοὺς ἑπτὰ ἄρτους τῶν τετρακισχιλίων καὶ πόσας σπυρίδας ἐλάβετε;
138,310,540,Mark 8:27,Matt 16:13,0.490955,0.59625,0.555556,0.346154,0.2,4,0.166667,0.584502,0,0,False,False,Καὶ ἐξῆλθεν ὁ Ἰησοῦς καὶ οἱ μαθηταὶ αὐτοῦ εἰς τὰς κώμας Καισαρείας τῆς Φιλίππου· καὶ ἐν τῇ ὁδῷ ἐπηρώτα τοὺς μαθητὰς αὐτοῦ λέγων αὐτοῖς· Τίνα με λέγουσιν οἱ ἄνθρωποι εἶναι;,Ἐλθὼν δὲ ὁ Ἰησοῦς εἰς τὰ μέρη Καισαρείας τῆς Φιλίππου ἠρώτα τοὺς μαθητὰς αὐτοῦ λέγων· ⸀Τίνα λέγουσιν οἱ ἄνθρωποι εἶναι τὸν υἱὸν τοῦ ἀνθρώπου;
